Target_genes	TCF7L2|Average	SRX094470|293	SRX097074|CD34_Hematopoietic_stem_cells	SRX097075|CD34_Hematopoietic_stem_cells	SRX094469|HCT_116	SRX5486437|HCT_116	SRX5486438|HCT_116	SRX5486439|HCT_116	SRX748421|HCT_116	SRX748422|HCT_116	SRX748423|HCT_116	SRX748424|HCT_116	SRX748427|HCT_116	SRX748428|HCT_116	SRX748429|HCT_116	SRX748430|HCT_116	SRX100941|HeLa	SRX150704|HeLa	SRX094468|Hep_G2	SRX097091|K-562	SRX101163|K-562	SRX367192|LNCAP	SRX100943|MCF-7	SRX250094|MDA-MB-453	SRX250095|MDA-MB-453	SRX100942|PANC-1	SRX097098|U-937	STRING
RMDN1	23.576923	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	367	0	0	0
RIOK1	23.576923	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	264	0	0	0
ICMT	23.576923	0	218	282	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPM2A	23.576923	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	272	0	0	0
DENND2B	23.576923	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	162	0	0
DCAF5	23.576923	0	0	0	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0
COL12A1	23.576923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	94	0	0	280	0	0	0
CITED2	23.576923	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	232	102	0	0
CAGE1	23.576923	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	264	0	0	0
UCP2	23.538462	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	238	165	0	0
HADH	23.538462	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	355	0	0	0
FANCG	23.538462	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	436	0	0	0
FAM24B	23.538462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	309	156	0	0
DSN1	23.538462	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	203	0	0	0
YEATS4	23.500000	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	199	151	0	0
STX2	23.500000	0	0	0	102	0	103	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	71	163	0	0
MIB1	23.500000	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	278	0	0	0
GTSE1	23.500000	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446	0	0	0
COX18	23.500000	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	457	0	0	0
ZNF692	23.461538	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	247	0	0	0
RPL29	23.461538	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	115	254	0	0	0
POLR2J3	23.461538	0	96	68	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	0	0	0
ELF2	23.461538	0	0	0	339	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	145	0	0	0
CNIH1	23.461538	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	273	0	0	0
YBEY	23.423077	0	0	89	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	0
UBR3	23.423077	0	368	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDHD	23.423077	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	413	0	0	0
MCM3AP	23.423077	0	0	89	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	0
KYAT1	23.423077	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	125	0	0	0
HDGFL2	23.423077	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	179	0	0	0
GPN3	23.423077	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0	0	0
FAM216A	23.423077	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0	0	0
DNA2	23.423077	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	147	0	0	0
CHPT1	23.423077	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	170	0	0	0
CHCHD6	23.423077	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	136	0	0
ZFP1	23.384615	0	0	0	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0
UBE2B	23.384615	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	130	0	0	0
STAT2	23.384615	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	309	0	0	0
MRPL17	23.384615	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	341	0	0	0
IRAK1	23.384615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	0	0	0	0	0	0	124	178	0	0
IBA57	23.384615	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	306	0	0	0
ELP1	23.384615	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	162	0	0	0
EGFLAM	23.384615	608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDX39A	23.384615	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	191	0	0	0
CMTR2	23.384615	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	237	0	0	0
ABITRAM	23.384615	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	162	0	0	0
TMEM160	23.346154	0	0	0	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0
MBD2	23.346154	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	424	0	0	0
HDDC3	23.346154	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	140	143	0	0
EMC8	23.346154	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393	0	0	0
CS	23.346154	0	0	0	252	0	0	107	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	134	0	0	0
COX4I1	23.346154	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393	0	0	0
PPT2	23.307692	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	90	105	0	0
LONRF3	23.307692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0	0	0	0	0	321	0	0
HNRNPR	23.307692	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	115	0	0
GMPPB	23.307692	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	0	0	0
ZNF497	23.269231	0	0	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0
RPAIN	23.269231	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	155	0	0	0
QPRT	23.269231	159	106	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
PLCL1	23.269231	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	255	0	0	0
NUP88	23.269231	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	155	0	0	0
NBEAL1	23.269231	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	278	0	0	0
KCNN1	23.269231	0	0	0	605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ETFB	23.269231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	201	0	0	0	0	0	0	0
TDRD5	23.230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	604	0	0	0
NKAIN3	23.230769	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	184	0	0
LRRC8A	23.230769	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	120	0	0	0
FBXW5	23.230769	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	0
CSGALNACT2	23.230769	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	247	0	0	0
C8G	23.230769	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	0
ZNF75A	23.192308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	362	106	0	0
UQCRC1	23.192308	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	315	0	0	0
TM7SF3	23.192308	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	153	141	0	0
TIGD7	23.192308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	362	106	0	0
SUCLG1	23.192308	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	330	0	0	0
NMU	23.192308	0	0	0	431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0
GUF1	23.192308	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	286	0	0	0
DYRK1B	23.192308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	129	367	0	0
BZW2	23.192308	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	131	0	0
ANKMY2	23.192308	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	131	0	0
SNAI3	23.153846	0	0	0	313	0	114	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF138	23.153846	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	180	0	0	0
POLK	23.153846	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	301	0	0	0
GTF2A2	23.153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	138	357	0	0	0
CERT1	23.153846	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	301	0	0	0
NOMO1	23.115385	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	495	0	0	0
KRTAP10-6	23.115385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	436	0	0	0
KLRK1	23.115385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	601	0	0	0	0	0	0	0	0	0	0
DACH2	23.115385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	424	0	0
CHKA	23.115385	0	0	0	354	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	154	0	0	0
CALD1	23.115385	0	0	0	373	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0
ASB8	23.115385	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	246	0	0	0
ZNF836	23.076923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0	0	0	0	188	147	0	0
ZNF596	23.076923	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	439	0	0	0
SPATA13	23.076923	0	0	117	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0
RPLP2	23.076923	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	111	0	0
RNPEP	23.076923	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	351	0	0	0
NAGA	23.076923	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	367	0	0	0
MTHFD1L	23.076923	0	0	0	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0
BPI	23.076923	0	248	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF599	23.038462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421	178	0	0
PHTF1	23.038462	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	161	0	0	0
MCRS1	23.038462	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	343	0	0	0
WASHC1	23.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	434	0	0	0
USP43	23.000000	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	109	0	0	0
UBE2Z	23.000000	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	166	0	0	0
TCOF1	23.000000	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	247	0	0	0
RNF165	23.000000	0	0	0	473	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OPLAH	23.000000	0	0	0	268	0	186	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NT5DC3	23.000000	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	94	0	198	0	0	0
MITF	23.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421	177	0	0
FTCDNL1	23.000000	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	270	89	0	0
DPY30	23.000000	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	372	0	0	0
DCBLD1	23.000000	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	100	191	0	0	0
CENPS-CORT	23.000000	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	243	0	0	0
CENPS	23.000000	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	243	0	0	0
TTBK2	22.961538	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	385	0	0	0
TNFAIP2	22.961538	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	142	0	0
SMAD2	22.961538	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	186	0	0	0
RSPH14	22.961538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	333	0	0	0	0	0	0	0
RPL31	22.961538	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	239	91	0	0
KRTAP10-7	22.961538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	469	0	0	0
FUBP3	22.961538	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0	0	192	0	0	0
EIF4ENIF1	22.961538	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	344	0	0	0
ZNF70	22.923077	0	0	0	254	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0
ZNF432	22.923077	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	231	0	0	0
TOMM40L	22.923077	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	440	0	0	0	0	0	0	0	0	0	0
TMEM198	22.923077	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0
SERPINE2	22.923077	0	0	0	428	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0
NRAS	22.923077	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	237	0	0	0
IRF9	22.923077	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	158	0	0	0
ERBIN	22.923077	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	149	155	0	0	0
CHPF	22.923077	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0
ADAMTS9	22.923077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	596	0	0	0	0	0
SETD2	22.884615	0	0	0	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0
RPE	22.884615	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	322	0	0	0
MARK3	22.884615	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	324	0	0	0
HLX	22.884615	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	226	0	0	0
H4C1	22.884615	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	175	0	0	0
GYG1	22.884615	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	182	79	0	0
GPT2	22.884615	0	0	124	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0
BNIP3L	22.884615	0	107	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	200	0	0	0
B4GALT7	22.884615	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	170	0	0	0
ACOT1	22.884615	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0
ZNF628	22.846154	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	144	151	0	0
TEP1	22.846154	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	242	0	0	0
PPP1R15A	22.846154	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	130	214	0	0	0
GRAP	22.846154	0	179	329	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELAC2	22.846154	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	301	0	0	0
DDX60L	22.846154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	92	346	0	0	0
ANK3	22.846154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	88	226	0	0	0
AKAP7	22.846154	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	201	0	0	0
ABCD2	22.846154	225	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	121	0	0
WDR41	22.807692	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	94	294	0	0	0
SUPT3H	22.807692	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	298	0	0	0
SDHAF2	22.807692	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	307	0	0	0
RUSC2	22.807692	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	108	164	0	0
CPSF7	22.807692	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	307	0	0	0
ZBBX	22.769231	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	499	0	0	0
SLC1A4	22.769231	0	112	218	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0
POGLUT2	22.769231	0	0	0	112	175	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	109	0	0	0	0	0	0
MLF1	22.769231	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	474	0	0	0
LAG3	22.769231	0	0	0	592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPB41L5	22.769231	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	128	0	0
BIVM	22.769231	0	0	0	112	175	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	109	0	0	0	0	0	0
ZNF235	22.730769	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	253	0	0	0
TASP1	22.730769	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	390	0	0	0
PSMG3	22.730769	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	195	0	0	0
MTUS2	22.730769	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	136	0	0	0
HES4	22.730769	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	138	0	0	0
HCFC2	22.730769	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0
GLT8D2	22.730769	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0
ALDH9A1	22.730769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	115	312	0	0	0
STOML1	22.692308	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0
SPTBN5	22.692308	0	0	0	590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPIN4	22.692308	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	176	0	0
SETD4	22.692308	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	274	0	0	0
ZDHHC14	22.653846	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	187	0	0
TMEM19	22.653846	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	327	0	0	0
SLC25A27	22.653846	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	265	0	0	0
RRAGC	22.653846	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	116	0	0	0
RNASEL	22.653846	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	321	0	0	0
LRRC37A3	22.653846	0	0	0	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0
ITGAM	22.653846	0	262	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP39A1	22.653846	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	265	0	0	0
CEP126	22.653846	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	445	0	0	0
BOLA1	22.653846	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	289	0	0	0
ZFAND4	22.615385	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	103	0	0
VTN	22.615385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	459	129	0	0	0	0	0	0	0	0	0
HOXA1	22.615385	0	0	0	391	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0
HNRNPA2B1	22.615385	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	178	76	0	0
EPG5	22.615385	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	290	0	0	0
CSGALNACT1	22.615385	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	95	0	0	0
ALCAM	22.615385	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	91	0	0	187	0	0	0
ZNF23	22.576923	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	0	0	0
FAM110A	22.576923	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	140	120	0	0
LDLRAD4	22.538462	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	0	0
IL18RAP	22.538462	0	173	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0
CXXC4	22.538462	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0
COA1	22.538462	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	279	0	0	0
TDRD7	22.500000	0	0	0	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0
TAF10	22.500000	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	270	0	0	0
RAP2A	22.500000	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	136	0	0	0
OLA1	22.500000	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	274	0	0	0
NDUFC1	22.500000	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	230	120	0	0
NAA15	22.500000	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	230	120	0	0
H2BC5	22.500000	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	109	204	0	0
EIF3CL	22.500000	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0
CEBPG	22.500000	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	116	0	0
ARHGAP20	22.500000	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0
