Target_genes	MYBL2|Average	SRX4680620|A-673	SRX14963950|A549	SRX14963951|A549	SRX040562|HeLa	SRX040563|HeLa	SRX10478355|Hep_G2	SRX10478356|Hep_G2	SRX190332|Hep_G2	SRX734308|HMEC	SRX3322026|K-562	SRX3322027|K-562	SRX5242427|LNCAP	SRX5242428|LNCAP	SRX5242429|LNCAP	SRX5242430|LNCAP	SRX4213900|MCF_10A	SRX4213901|MCF_10A	STRING
UPF3A	36.882353	419	0	0	0	0	0	114	0	0	0	0	0	0	0	0	94	0	0
SND1	36.882353	155	0	0	0	0	79	280	113	0	0	0	0	0	0	0	0	0	0
MRTFB	36.882353	278	0	0	0	0	92	157	100	0	0	0	0	0	0	0	0	0	0
SERINC1	36.823529	212	0	0	0	0	108	117	189	0	0	0	0	0	0	0	0	0	0
SCAMP4	36.823529	288	0	0	0	0	63	141	134	0	0	0	0	0	0	0	0	0	0
PKIB	36.823529	212	0	0	0	0	108	117	189	0	0	0	0	0	0	0	0	0	0
PARS2	36.823529	206	0	0	0	0	0	285	135	0	0	0	0	0	0	0	0	0	0
MRPL42	36.823529	87	0	0	0	0	73	147	187	0	0	132	0	0	0	0	0	0	0
LOC100289561	36.823529	197	0	0	0	0	100	161	168	0	0	0	0	0	0	0	0	0	0
C16orf71	36.823529	164	0	0	0	0	131	193	138	0	0	0	0	0	0	0	0	0	0
ANKS3	36.823529	164	0	0	0	0	131	193	138	0	0	0	0	0	0	0	0	0	0
ADAT3	36.823529	288	0	0	0	0	63	141	134	0	0	0	0	0	0	0	0	0	0
NOTCH2	36.764706	256	0	0	0	0	0	107	148	0	0	0	0	0	0	0	0	114	0
NEK1	36.764706	168	0	0	0	0	140	165	152	0	0	0	0	0	0	0	0	0	0
KIZ	36.764706	0	0	0	0	0	136	164	325	0	0	0	0	0	0	0	0	0	0
GEMIN5	36.764706	118	0	0	0	0	151	217	139	0	0	0	0	0	0	0	0	0	0
CUTA	36.764706	0	0	0	0	0	186	274	165	0	0	0	0	0	0	0	0	0	0
SYNCRIP	36.705882	225	0	0	0	0	0	173	100	0	0	126	0	0	0	0	0	0	0
MYCBP	36.705882	250	0	0	0	0	0	90	90	0	0	0	0	0	0	0	76	118	0
LSR	36.705882	0	0	137	0	0	0	156	331	0	0	0	0	0	0	0	0	0	0
GPATCH8	36.705882	71	0	0	0	0	101	215	237	0	0	0	0	0	0	0	0	0	0
F10	36.705882	0	0	0	0	0	116	245	263	0	0	0	0	0	0	0	0	0	0
STARD7	36.647059	131	0	0	0	0	168	180	144	0	0	0	0	0	0	0	0	0	0
FRS2	36.647059	228	0	0	0	0	112	135	148	0	0	0	0	0	0	0	0	0	0
FBXL5	36.647059	125	0	0	0	0	0	0	168	0	0	0	0	0	0	0	200	130	0
COMMD6	36.647059	132	0	0	0	0	0	274	217	0	0	0	0	0	0	0	0	0	0
BNIP3L	36.647059	0	0	0	0	0	0	101	146	0	248	128	0	0	0	0	0	0	0
B4GALT3	36.647059	220	0	0	0	0	104	139	160	0	0	0	0	0	0	0	0	0	0
UBE2V2	36.588235	326	0	0	0	0	120	176	0	0	0	0	0	0	0	0	0	0	0
PSMD6	36.588235	0	0	0	0	0	138	217	267	0	0	0	0	0	0	0	0	0	0
KAT6A	36.588235	205	0	0	0	0	137	112	168	0	0	0	0	0	0	0	0	0	0
GNPDA2	36.588235	180	0	0	0	0	105	175	162	0	0	0	0	0	0	0	0	0	0
ZNF35	36.529412	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	276	0
ZNF251	36.529412	189	0	0	0	0	0	217	123	0	0	0	0	0	0	0	0	92	0
SLC25A45	36.529412	124	0	0	0	0	107	208	182	0	0	0	0	0	0	0	0	0	0
P4HB	36.529412	138	0	0	0	0	107	272	104	0	0	0	0	0	0	0	0	0	0
NAP1L1	36.529412	199	0	0	0	0	77	177	94	0	0	0	0	0	0	0	0	74	0
FAM13B	36.529412	175	0	0	0	0	0	198	88	0	0	160	0	0	0	0	0	0	0
CHD1	36.529412	145	0	0	0	0	127	173	176	0	0	0	0	0	0	0	0	0	0
C4B_2	36.529412	0	0	0	0	0	142	150	329	0	0	0	0	0	0	0	0	0	0
C4B	36.529412	0	0	0	0	0	142	150	329	0	0	0	0	0	0	0	0	0	0
ZNF112	36.470588	269	0	0	0	0	90	112	149	0	0	0	0	0	0	0	0	0	0
TRAPPC9	36.470588	101	0	0	0	0	0	168	168	0	0	183	0	0	0	0	0	0	0
TERF2IP	36.470588	198	0	0	0	0	89	206	127	0	0	0	0	0	0	0	0	0	0
PRR19	36.470588	130	0	0	0	0	138	152	200	0	0	0	0	0	0	0	0	0	0
PAFAH1B3	36.470588	130	0	0	0	0	138	152	200	0	0	0	0	0	0	0	0	0	0
OAZ1	36.470588	424	0	0	0	0	0	108	88	0	0	0	0	0	0	0	0	0	0
KARS1	36.470588	198	0	0	0	0	89	206	127	0	0	0	0	0	0	0	0	0	0
HNF4G	36.470588	0	0	0	0	0	94	207	319	0	0	0	0	0	0	0	0	0	0
ZNF131	36.411765	188	0	0	0	0	112	164	155	0	0	0	0	0	0	0	0	0	0
TSTD2	36.411765	151	0	0	0	0	0	231	175	0	0	0	0	0	0	0	62	0	0
TM2D3	36.411765	243	0	0	0	0	89	170	117	0	0	0	0	0	0	0	0	0	0
SPEF2	36.411765	0	0	0	0	0	168	220	231	0	0	0	0	0	0	0	0	0	0
NEMF	36.411765	108	0	0	0	0	96	219	196	0	0	0	0	0	0	0	0	0	0
NCBP1	36.411765	151	0	0	0	0	0	231	175	0	0	0	0	0	0	0	62	0	0
MADD	36.411765	218	0	0	0	0	0	139	187	0	75	0	0	0	0	0	0	0	0
FAM200A	36.411765	169	0	0	0	0	0	253	197	0	0	0	0	0	0	0	0	0	0
CAMTA1	36.411765	225	0	0	0	0	110	284	0	0	0	0	0	0	0	0	0	0	0
BOLA3	36.411765	0	0	0	0	0	163	271	185	0	0	0	0	0	0	0	0	0	0
UBL5	36.352941	218	0	0	0	0	116	120	164	0	0	0	0	0	0	0	0	0	0
NFKB2	36.352941	0	0	0	0	0	143	341	134	0	0	0	0	0	0	0	0	0	0
KBTBD2	36.352941	130	0	0	0	0	139	188	161	0	0	0	0	0	0	0	0	0	0
FAM160A2	36.352941	144	0	0	0	0	163	219	92	0	0	0	0	0	0	0	0	0	0
ABCB10	36.352941	151	0	0	0	0	103	224	140	0	0	0	0	0	0	0	0	0	0
TIGD5	36.294118	0	0	380	0	0	0	161	76	0	0	0	0	0	0	0	0	0	0
SETD6	36.294118	90	0	0	0	0	109	230	188	0	0	0	0	0	0	0	0	0	0
SERPINA11	36.294118	0	0	0	0	0	110	174	333	0	0	0	0	0	0	0	0	0	0
RTN4	36.294118	111	0	0	0	0	116	159	125	0	0	0	0	0	0	0	0	106	0
RPL19	36.294118	195	0	0	0	0	0	167	255	0	0	0	0	0	0	0	0	0	0
NDEL1	36.294118	180	0	0	0	0	141	136	160	0	0	0	0	0	0	0	0	0	0
MTMR14	36.294118	0	0	0	0	0	68	240	309	0	0	0	0	0	0	0	0	0	0
GDAP1	36.294118	144	0	0	0	0	104	155	214	0	0	0	0	0	0	0	0	0	0
FGFBP3	36.294118	91	0	0	0	0	135	201	190	0	0	0	0	0	0	0	0	0	0
EEF1D	36.294118	0	0	380	0	0	0	161	76	0	0	0	0	0	0	0	0	0	0
BBS12	36.294118	194	0	0	0	0	0	106	111	0	0	0	0	0	0	0	206	0	0
TIMM10B	36.235294	176	0	0	0	0	149	187	104	0	0	0	0	0	0	0	0	0	0
TDRD3	36.235294	223	0	0	0	0	123	142	128	0	0	0	0	0	0	0	0	0	0
SWSAP1	36.235294	200	0	0	0	0	71	223	122	0	0	0	0	0	0	0	0	0	0
SOAT1	36.235294	186	0	0	0	0	0	192	146	0	92	0	0	0	0	0	0	0	0
MED9	36.235294	289	0	0	0	0	0	173	154	0	0	0	0	0	0	0	0	0	0
FAM117A	36.235294	362	0	0	0	0	0	162	92	0	0	0	0	0	0	0	0	0	0
ARFIP2	36.235294	176	0	0	0	0	149	187	104	0	0	0	0	0	0	0	0	0	0
AMBRA1	36.235294	116	0	0	0	0	107	148	245	0	0	0	0	0	0	0	0	0	0
TMEM104	36.176471	124	0	0	0	0	183	171	137	0	0	0	0	0	0	0	0	0	0
TEX2	36.176471	0	0	0	0	0	199	236	180	0	0	0	0	0	0	0	0	0	0
RPRD2	36.176471	165	0	0	0	0	106	228	116	0	0	0	0	0	0	0	0	0	0
PEF1	36.176471	181	0	0	0	0	0	188	100	0	0	146	0	0	0	0	0	0	0
OST4	36.176471	92	0	0	0	0	178	192	153	0	0	0	0	0	0	0	0	0	0
NAT9	36.176471	124	0	0	0	0	183	171	137	0	0	0	0	0	0	0	0	0	0
MYSM1	36.176471	277	0	0	0	0	0	112	110	0	0	0	0	0	0	0	0	116	0
MTIF3	36.176471	198	0	0	0	0	84	184	149	0	0	0	0	0	0	0	0	0	0
GTF2H5	36.176471	319	0	0	0	0	0	120	176	0	0	0	0	0	0	0	0	0	0
GAPVD1	36.176471	149	0	0	0	0	120	169	177	0	0	0	0	0	0	0	0	0	0
CTPS1	36.176471	186	0	0	0	0	103	181	145	0	0	0	0	0	0	0	0	0	0
VCP	36.117647	279	0	0	0	0	76	154	105	0	0	0	0	0	0	0	0	0	0
PSTK	36.117647	235	0	0	0	0	0	143	152	0	0	0	0	0	0	0	0	84	0
PGBD1	36.117647	162	0	0	0	0	132	185	135	0	0	0	0	0	0	0	0	0	0
FAM151B	36.117647	0	0	0	0	0	91	269	188	0	0	0	0	0	0	0	66	0	0
UBR5	36.058824	114	0	0	0	0	123	240	136	0	0	0	0	0	0	0	0	0	0
SLC19A2	36.058824	219	0	0	0	0	87	142	165	0	0	0	0	0	0	0	0	0	0
ERCC4	36.058824	256	0	0	0	0	87	142	128	0	0	0	0	0	0	0	0	0	0
EPS8L3	36.058824	0	0	0	0	0	160	192	261	0	0	0	0	0	0	0	0	0	0
TRAPPC12	36.000000	138	0	0	0	0	74	168	232	0	0	0	0	0	0	0	0	0	0
PRMT3	36.000000	124	0	0	0	0	0	128	207	0	0	0	0	0	0	0	153	0	0
KANSL1	36.000000	341	0	0	0	0	0	113	158	0	0	0	0	0	0	0	0	0	0
ETFBKMT	36.000000	104	0	0	0	0	104	245	159	0	0	0	0	0	0	0	0	0	0
ZFAND4	35.941176	128	0	0	0	0	97	234	152	0	0	0	0	0	0	0	0	0	0
TRAF7	35.941176	484	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0
SIL1	35.941176	201	0	0	0	0	91	160	159	0	0	0	0	0	0	0	0	0	0
SELENOT	35.941176	327	0	0	0	0	0	120	164	0	0	0	0	0	0	0	0	0	0
RPL8	35.941176	408	0	0	0	0	0	102	101	0	0	0	0	0	0	0	0	0	0
LZTS3	35.941176	97	0	0	0	0	116	241	157	0	0	0	0	0	0	0	0	0	0
TOM1L2	35.882353	347	0	0	0	0	0	128	135	0	0	0	0	0	0	0	0	0	0
SLC12A2	35.882353	610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
METTL7A	35.882353	87	0	0	0	0	0	88	105	0	159	171	0	0	0	0	0	0	0
IL6ST	35.882353	102	0	0	0	0	139	172	197	0	0	0	0	0	0	0	0	0	0
ELAC1	35.882353	328	0	0	0	0	0	174	108	0	0	0	0	0	0	0	0	0	0
DYRK4	35.882353	115	0	0	0	0	140	200	155	0	0	0	0	0	0	0	0	0	0
DRC3	35.882353	347	0	0	0	0	0	128	135	0	0	0	0	0	0	0	0	0	0
DPY19L3	35.882353	277	0	0	0	0	0	167	166	0	0	0	0	0	0	0	0	0	0
ZNF773	35.823529	191	0	0	0	0	115	182	121	0	0	0	0	0	0	0	0	0	0
ZNF766	35.823529	98	0	0	0	0	93	225	120	0	0	73	0	0	0	0	0	0	0
RIPOR3	35.823529	133	0	0	0	0	0	124	198	0	0	154	0	0	0	0	0	0	0
RBMXL1	35.823529	192	0	0	0	0	0	188	142	0	0	0	0	0	0	0	0	87	0
POLE2	35.823529	192	0	0	0	0	79	238	100	0	0	0	0	0	0	0	0	0	0
KYAT3	35.823529	192	0	0	0	0	0	188	142	0	0	0	0	0	0	0	0	87	0
CUEDC1	35.823529	114	0	0	0	0	0	174	321	0	0	0	0	0	0	0	0	0	0
C9orf16	35.823529	168	0	0	0	0	69	117	148	0	0	107	0	0	0	0	0	0	0
TXN2	35.764706	165	0	0	0	0	0	141	231	0	0	0	0	0	0	0	0	71	0
TPK1	35.764706	145	0	0	0	0	93	88	185	0	0	97	0	0	0	0	0	0	0
SEC61B	35.764706	233	0	0	0	0	83	126	73	0	0	93	0	0	0	0	0	0	0
SDCCAG8	35.764706	89	0	0	0	0	103	179	163	0	0	0	0	0	0	0	0	74	0
RMDN1	35.764706	111	0	0	0	0	126	174	197	0	0	0	0	0	0	0	0	0	0
PSMA4	35.764706	322	0	0	0	0	89	87	110	0	0	0	0	0	0	0	0	0	0
PPP1CB	35.764706	103	0	0	0	0	91	221	193	0	0	0	0	0	0	0	0	0	0
MBD1	35.764706	157	0	0	0	0	58	213	180	0	0	0	0	0	0	0	0	0	0
H3C10	35.764706	266	0	0	0	0	0	0	342	0	0	0	0	0	0	0	0	0	0
CEP170	35.764706	89	0	0	0	0	103	179	163	0	0	0	0	0	0	0	0	74	0
ALG2	35.764706	233	0	0	0	0	83	126	73	0	0	93	0	0	0	0	0	0	0
ZNF638	35.705882	210	0	0	0	0	102	122	173	0	0	0	0	0	0	0	0	0	0
UFSP2	35.705882	89	0	0	0	0	0	114	404	0	0	0	0	0	0	0	0	0	0
TBCK	35.705882	326	0	0	0	0	0	148	133	0	0	0	0	0	0	0	0	0	0
STAM	35.705882	284	0	0	0	0	0	192	131	0	0	0	0	0	0	0	0	0	0
SEC22A	35.705882	181	0	0	0	0	0	176	163	0	0	0	0	0	0	0	87	0	0
SCAMP1	35.705882	181	0	0	0	0	0	247	179	0	0	0	0	0	0	0	0	0	0
REXO1	35.705882	321	0	0	0	0	0	120	166	0	0	0	0	0	0	0	0	0	0
RALY	35.705882	141	0	0	0	0	116	186	164	0	0	0	0	0	0	0	0	0	0
RAB14	35.705882	150	0	0	0	0	113	156	188	0	0	0	0	0	0	0	0	0	0
NFKBID	35.705882	249	0	0	0	0	81	143	134	0	0	0	0	0	0	0	0	0	0
LGR5	35.705882	0	0	0	0	0	99	156	352	0	0	0	0	0	0	0	0	0	0
KANSL1L	35.705882	135	0	0	0	0	137	141	194	0	0	0	0	0	0	0	0	0	0
ILRUN	35.705882	0	0	0	0	0	0	143	125	0	202	137	0	0	0	0	0	0	0
HMCES	35.705882	209	0	0	0	0	0	83	66	0	0	0	0	0	0	0	122	127	0
EHD1	35.705882	493	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0
CROT	35.705882	114	0	0	0	0	152	218	123	0	0	0	0	0	0	0	0	0	0
BDP1	35.705882	202	0	0	0	0	0	251	154	0	0	0	0	0	0	0	0	0	0
AKR1C1	35.705882	0	0	0	0	0	129	215	263	0	0	0	0	0	0	0	0	0	0
AIMP1	35.705882	326	0	0	0	0	0	148	133	0	0	0	0	0	0	0	0	0	0
ACBD3	35.705882	199	0	0	0	0	168	112	128	0	0	0	0	0	0	0	0	0	0
YIPF5	35.647059	89	0	0	0	0	115	160	147	0	0	0	0	0	0	0	0	95	0
USP24	35.647059	207	0	0	0	0	117	282	0	0	0	0	0	0	0	0	0	0	0
PARP4	35.647059	118	0	0	0	0	130	122	164	0	0	72	0	0	0	0	0	0	0
OR1F1	35.647059	112	0	0	0	0	0	98	396	0	0	0	0	0	0	0	0	0	0
KIAA0754	35.647059	0	0	0	0	0	106	370	130	0	0	0	0	0	0	0	0	0	0
KCTD16	35.647059	89	0	0	0	0	115	160	147	0	0	0	0	0	0	0	0	95	0
IQGAP2	35.647059	104	0	0	0	0	0	256	246	0	0	0	0	0	0	0	0	0	0
ZSCAN2	35.588235	170	0	0	0	0	0	246	82	0	0	107	0	0	0	0	0	0	0
SMIM20	35.588235	100	0	0	0	0	0	208	233	0	0	64	0	0	0	0	0	0	0
SERPINF1	35.588235	0	0	0	0	0	175	263	167	0	0	0	0	0	0	0	0	0	0
PSMA5	35.588235	160	0	0	0	0	76	166	203	0	0	0	0	0	0	0	0	0	0
NAT8	35.588235	0	0	0	0	0	0	193	412	0	0	0	0	0	0	0	0	0	0
FERMT1	35.588235	0	0	0	0	0	188	227	190	0	0	0	0	0	0	0	0	0	0
EVI5L	35.588235	364	0	0	0	0	0	130	111	0	0	0	0	0	0	0	0	0	0
ETV3	35.588235	362	0	0	0	0	0	77	83	0	0	0	0	0	0	0	0	83	0
CTU1	35.588235	380	0	0	0	0	0	119	106	0	0	0	0	0	0	0	0	0	0
BCL7B	35.588235	227	0	0	0	0	85	132	161	0	0	0	0	0	0	0	0	0	0
ARMC8	35.588235	186	0	0	0	0	0	206	213	0	0	0	0	0	0	0	0	0	0
ZNF567	35.529412	204	0	0	0	0	171	112	117	0	0	0	0	0	0	0	0	0	0
TM9SF2	35.529412	0	0	0	0	0	225	248	131	0	0	0	0	0	0	0	0	0	0
SP3	35.529412	294	0	0	0	0	0	84	114	0	0	0	0	0	0	0	112	0	0
RPUSD4	35.529412	127	0	0	0	0	156	165	156	0	0	0	0	0	0	0	0	0	0
FAM177A1	35.529412	0	0	0	0	0	168	252	184	0	0	0	0	0	0	0	0	0	0
FAM162A	35.529412	145	0	0	0	0	169	120	170	0	0	0	0	0	0	0	0	0	0
FAM118B	35.529412	127	0	0	0	0	156	165	156	0	0	0	0	0	0	0	0	0	0
CNBP	35.529412	209	0	0	0	0	87	176	132	0	0	0	0	0	0	0	0	0	0
CCDC58	35.529412	145	0	0	0	0	169	120	170	0	0	0	0	0	0	0	0	0	0
ABLIM1	35.529412	123	0	0	0	0	0	235	246	0	0	0	0	0	0	0	0	0	0
USO1	35.470588	147	0	0	0	0	107	202	147	0	0	0	0	0	0	0	0	0	0
SPRYD3	35.470588	320	0	0	0	0	0	123	160	0	0	0	0	0	0	0	0	0	0
SP4	35.470588	222	0	0	0	0	100	183	98	0	0	0	0	0	0	0	0	0	0
SERPINA1	35.470588	0	0	0	0	0	213	155	235	0	0	0	0	0	0	0	0	0	0
DNAJB14	35.470588	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	294	0
CCDC126	35.470588	124	0	0	0	0	95	257	127	0	0	0	0	0	0	0	0	0	0
NAA50	35.411765	111	0	0	0	0	0	340	151	0	0	0	0	0	0	0	0	0	0
MRPL37	35.411765	219	0	0	0	0	0	257	126	0	0	0	0	0	0	0	0	0	0
FAM107B	35.411765	107	0	0	0	0	0	171	324	0	0	0	0	0	0	0	0	0	0
CYB5RL	35.411765	219	0	0	0	0	0	257	126	0	0	0	0	0	0	0	0	0	0
CISD1	35.411765	108	0	0	0	0	84	222	188	0	0	0	0	0	0	0	0	0	0
ATP6V1A	35.411765	111	0	0	0	0	0	340	151	0	0	0	0	0	0	0	0	0	0
ZDHHC4	35.352941	337	0	0	0	0	0	156	108	0	0	0	0	0	0	0	0	0	0
ZC3H18	35.352941	66	0	0	0	0	158	240	137	0	0	0	0	0	0	0	0	0	0
PRPF40B	35.352941	343	0	0	0	0	0	128	130	0	0	0	0	0	0	0	0	0	0
NPDC1	35.352941	0	0	0	0	0	218	282	101	0	0	0	0	0	0	0	0	0	0
DOP1B	35.352941	0	0	0	0	0	172	287	142	0	0	0	0	0	0	0	0	0	0
CRCP	35.352941	238	0	0	0	0	190	173	0	0	0	0	0	0	0	0	0	0	0
C9orf72	35.352941	156	0	0	0	0	75	136	234	0	0	0	0	0	0	0	0	0	0
ABCD4	35.352941	86	0	0	0	0	137	242	136	0	0	0	0	0	0	0	0	0	0
ZNF700	35.294118	140	0	0	0	0	113	172	175	0	0	0	0	0	0	0	0	0	0
SDHAF1	35.294118	83	0	0	0	0	106	271	140	0	0	0	0	0	0	0	0	0	0
SCAF8	35.294118	148	0	0	0	0	110	166	176	0	0	0	0	0	0	0	0	0	0
PARP1	35.294118	340	0	0	0	0	0	126	134	0	0	0	0	0	0	0	0	0	0
OMA1	35.294118	75	0	0	0	0	183	197	145	0	0	0	0	0	0	0	0	0	0
MIIP	35.294118	151	0	0	0	0	149	197	103	0	0	0	0	0	0	0	0	0	0
LIMS1	35.294118	136	0	0	0	0	90	116	183	0	0	0	0	0	0	0	0	75	0
HEMK1	35.294118	72	0	0	0	0	97	282	149	0	0	0	0	0	0	0	0	0	0
DAB1	35.294118	75	0	0	0	0	183	197	145	0	0	0	0	0	0	0	0	0	0
COPS9	35.294118	208	0	0	0	0	120	158	114	0	0	0	0	0	0	0	0	0	0
ZNF561	35.235294	184	0	0	0	0	0	176	172	0	0	67	0	0	0	0	0	0	0
TMEM39B	35.235294	209	0	0	0	0	101	199	90	0	0	0	0	0	0	0	0	0	0
SPPL2A	35.235294	264	0	0	0	0	0	132	203	0	0	0	0	0	0	0	0	0	0
PEAK1	35.235294	490	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0
MAP2K1	35.235294	113	0	0	0	0	188	190	108	0	0	0	0	0	0	0	0	0	0
ITSN1	35.235294	209	0	0	0	0	0	89	170	0	0	131	0	0	0	0	0	0	0
HMG20A	35.235294	490	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0
CRYZL1	35.235294	209	0	0	0	0	0	89	170	0	0	131	0	0	0	0	0	0	0
CERS6	35.235294	0	0	0	0	0	142	266	191	0	0	0	0	0	0	0	0	0	0
ASCC3	35.235294	167	0	0	0	0	160	126	146	0	0	0	0	0	0	0	0	0	0
ZNF823	35.176471	111	0	0	0	0	120	124	243	0	0	0	0	0	0	0	0	0	0
URB2	35.176471	343	0	0	0	0	161	94	0	0	0	0	0	0	0	0	0	0	0
TRIB3	35.176471	126	0	0	0	0	0	169	156	0	0	0	0	0	0	0	0	147	0
TOR1AIP2	35.176471	403	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0
TAF5L	35.176471	343	0	0	0	0	161	94	0	0	0	0	0	0	0	0	0	0	0
SSX2IP	35.176471	203	0	0	0	0	140	255	0	0	0	0	0	0	0	0	0	0	0
SLC26A6	35.176471	87	0	0	0	0	99	144	134	0	0	134	0	0	0	0	0	0	0
SCAF1	35.176471	239	0	0	0	0	130	229	0	0	0	0	0	0	0	0	0	0	0
KHK	35.176471	78	0	0	0	0	0	167	353	0	0	0	0	0	0	0	0	0	0
C2orf68	35.176471	123	0	0	0	0	110	115	155	0	0	0	0	0	0	0	0	95	0
SYVN1	35.117647	196	0	0	0	0	0	154	247	0	0	0	0	0	0	0	0	0	0
PHF20	35.117647	189	0	0	0	0	101	185	122	0	0	0	0	0	0	0	0	0	0
OGDHL	35.117647	0	0	0	0	0	309	288	0	0	0	0	0	0	0	0	0	0	0
MKNK1	35.117647	222	0	0	0	0	0	138	85	0	0	0	0	0	0	0	152	0	0
LRATD2	35.117647	115	0	0	0	0	129	247	106	0	0	0	0	0	0	0	0	0	0
GLCE	35.117647	329	0	0	0	0	0	122	146	0	0	0	0	0	0	0	0	0	0
DEAF1	35.117647	134	0	0	0	0	167	125	171	0	0	0	0	0	0	0	0	0	0
ATP5MG	35.117647	160	0	0	0	0	0	229	208	0	0	0	0	0	0	0	0	0	0
TPI1	35.058824	396	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0
ITCH	35.058824	254	0	0	0	0	79	171	92	0	0	0	0	0	0	0	0	0	0
GTF2IRD2	35.058824	277	0	0	0	0	0	150	169	0	0	0	0	0	0	0	0	0	0
GCDH	35.058824	0	0	0	0	0	94	250	144	0	0	108	0	0	0	0	0	0	0
EIF3K	35.058824	316	0	0	0	0	0	117	163	0	0	0	0	0	0	0	0	0	0
CXCL1	35.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	188	0
C16orf72	35.058824	140	0	0	0	0	147	152	157	0	0	0	0	0	0	0	0	0	0
ZNRF2	35.000000	123	0	0	0	0	159	227	86	0	0	0	0	0	0	0	0	0	0
ZNF202	35.000000	229	0	0	0	0	87	180	99	0	0	0	0	0	0	0	0	0	0
RAB5A	35.000000	99	0	0	0	0	154	175	76	0	0	91	0	0	0	0	0	0	0
POLR2J2	35.000000	0	0	0	0	0	225	161	209	0	0	0	0	0	0	0	0	0	0
MYBBP1A	35.000000	102	0	0	0	0	157	166	170	0	0	0	0	0	0	0	0	0	0
IPO8	35.000000	254	0	0	0	0	0	175	166	0	0	0	0	0	0	0	0	0	0
IBTK	35.000000	171	0	0	0	0	106	129	189	0	0	0	0	0	0	0	0	0	0
HCFC2	35.000000	330	0	0	0	0	0	144	121	0	0	0	0	0	0	0	0	0	0
GLT8D2	35.000000	330	0	0	0	0	0	144	121	0	0	0	0	0	0	0	0	0	0
EPC1	35.000000	149	0	0	0	0	109	188	149	0	0	0	0	0	0	0	0	0	0
EFHB	35.000000	99	0	0	0	0	154	175	76	0	0	91	0	0	0	0	0	0	0
DHX15	35.000000	138	0	0	0	0	94	257	106	0	0	0	0	0	0	0	0	0	0
CD2AP	35.000000	174	0	0	0	0	97	176	148	0	0	0	0	0	0	0	0	0	0
CAPRIN1	35.000000	201	0	0	0	0	0	281	113	0	0	0	0	0	0	0	0	0	0
VAPB	34.941176	217	0	0	0	0	126	251	0	0	0	0	0	0	0	0	0	0	0
RIPK2	34.941176	116	0	0	0	0	141	131	114	0	0	0	0	0	0	0	92	0	0
NME2	34.941176	155	0	0	0	0	0	145	133	0	0	161	0	0	0	0	0	0	0
TCIRG1	34.882353	0	0	0	0	0	0	248	345	0	0	0	0	0	0	0	0	0	0
KIF16B	34.882353	0	0	0	0	0	223	230	140	0	0	0	0	0	0	0	0	0	0
VWC2L	34.823529	0	0	0	0	0	216	283	93	0	0	0	0	0	0	0	0	0	0
TRIM15	34.823529	0	0	0	0	0	113	251	228	0	0	0	0	0	0	0	0	0	0
SUPT6H	34.823529	189	0	0	0	0	129	158	116	0	0	0	0	0	0	0	0	0	0
SPTAN1	34.823529	592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDF2	34.823529	189	0	0	0	0	129	158	116	0	0	0	0	0	0	0	0	0	0
PRKAB1	34.823529	129	0	0	0	0	115	206	142	0	0	0	0	0	0	0	0	0	0
KIF27	34.823529	152	0	0	0	0	152	125	163	0	0	0	0	0	0	0	0	0	0
ARL13B	34.823529	78	0	0	0	0	133	215	166	0	0	0	0	0	0	0	0	0	0
ZNF25	34.764706	157	0	0	0	0	0	155	279	0	0	0	0	0	0	0	0	0	0
THAP3	34.764706	313	0	0	0	0	0	95	0	0	0	183	0	0	0	0	0	0	0
STK11	34.764706	121	0	0	0	0	229	241	0	0	0	0	0	0	0	0	0	0	0
RRS1	34.764706	0	0	0	0	0	96	234	261	0	0	0	0	0	0	0	0	0	0
RMND5B	34.764706	95	0	0	0	0	62	133	301	0	0	0	0	0	0	0	0	0	0
L3HYPDH	34.764706	318	0	0	0	0	0	200	73	0	0	0	0	0	0	0	0	0	0
JKAMP	34.764706	318	0	0	0	0	0	200	73	0	0	0	0	0	0	0	0	0	0
HAUS6	34.764706	156	0	0	0	0	146	179	110	0	0	0	0	0	0	0	0	0	0
GIPC1	34.764706	0	0	0	0	0	126	205	260	0	0	0	0	0	0	0	0	0	0
VTI1B	34.705882	290	0	0	0	0	0	115	101	0	0	0	0	0	0	0	84	0	0
RPP30	34.705882	258	0	0	0	0	78	167	87	0	0	0	0	0	0	0	0	0	0
CACUL1	34.705882	360	0	0	0	0	0	66	164	0	0	0	0	0	0	0	0	0	0
ACCS	34.705882	590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFP64	34.647059	275	0	0	0	0	0	137	177	0	0	0	0	0	0	0	0	0	0
