Target_genes	KLF4|Average	SRX130062|BJ	SRX5360641|BJ	SRX5360642|BJ	SRX5360649|BJ	SRX5360650|BJ	SRX5360661|BJ	SRX5360662|BJ	SRX2732458|Glioblastoma	SRX2732459|Glioblastoma	SRX2732460|Glioblastoma	SRX5763015|HAP1	SRX011573|hESC_H1	SRX3288568|hESC_H9	SRX3288569|hESC_H9	SRX5763013|hESC_WIBR3	SRX1813594|iPS_cells	SRX1813595|iPS_cells	SRX512371|iPS_cells	SRX543181|Keratinocytes	SRX194578|MCF-7	SRX1813588|MRC-5	SRX1813589|MRC-5	SRX1813590|MRC-5	SRX1813591|MRC-5	SRX1813592|MRC-5	SRX1813593|MRC-5	SRX2732212|MRC-5	SRX2732213|MRC-5	SRX1389376|PDAC	STRING
CILK1	16.310345	0	0	0	96	118	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0
ASB8	16.310345	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	156	0
TPP1	16.275862	0	0	0	0	0	137	0	0	0	60	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	130	0
MACO1	16.275862	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	111	0
CXorf58	16.275862	0	0	0	98	72	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0
CEP295NL	16.275862	0	0	0	108	140	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANGEL1	16.275862	0	0	0	126	159	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AARS2	16.275862	0	0	0	0	133	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
SYT9	16.241379	0	0	0	149	115	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIMD1	16.241379	0	0	0	0	145	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0
KCTD13	16.241379	0	0	0	141	185	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISCU	16.241379	0	0	0	152	134	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID3	16.241379	0	0	0	132	189	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EFHC1	16.241379	0	0	0	156	176	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP6V1H	16.241379	0	0	0	104	114	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0
ST8SIA6	16.206897	0	0	0	107	201	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLSCR2	16.206897	0	0	0	0	112	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0
HIF1A	16.206897	0	0	0	0	177	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0
CSK	16.206897	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0
CDON	16.206897	0	0	0	0	90	171	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0
UBAP2L	16.172414	0	0	0	0	129	181	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM253	16.172414	0	0	0	129	139	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STK4	16.172414	0	0	0	0	157	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0
SNX12	16.172414	0	0	0	0	0	121	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0
REXO2	16.172414	0	0	0	0	95	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0
MRPS7	16.172414	0	0	0	0	216	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GYPC	16.172414	104	0	0	0	0	249	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSDMB	16.172414	0	0	0	0	134	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0
GGA3	16.172414	0	0	0	0	216	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCGRT	16.172414	0	0	0	137	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
CSTF2T	16.172414	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	228	0
C1orf43	16.172414	0	0	0	0	129	181	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNRF3	16.137931	0	0	0	111	133	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLR3H	16.137931	0	0	0	143	0	202	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0
PIMREG	16.137931	0	0	0	97	146	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0
PAFAH1B2	16.137931	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	0
KCNH1	16.137931	0	0	0	114	215	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBRSL1	16.137931	0	0	0	0	112	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0
CTIF	16.137931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	468	0	0	0	0	0	0	0	0	0	0	0
CNKSR1	16.137931	0	0	0	108	158	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKTIP	16.137931	0	0	0	68	0	143	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0
TOM1L2	16.103448	0	0	0	109	94	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0
RUSC2	16.103448	0	0	0	0	161	222	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPKAP1	16.103448	0	0	0	114	0	148	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	94	0
FAN1	16.103448	0	0	0	97	0	197	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0
DRC3	16.103448	0	0	0	109	94	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0
CERCAM	16.103448	0	0	0	160	205	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATXN10	16.103448	0	0	0	127	142	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM2	16.103448	0	0	0	0	173	152	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBL5	16.068966	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	76	202	0	0	0	0	0	0	0	0	0	70	0
TRIM39	16.068966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	141	0
TOMM34	16.068966	0	0	0	102	147	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0
MED31	16.068966	0	0	0	97	201	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP2	16.068966	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0
GSK3B	16.068966	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	0
GPATCH8	16.068966	0	0	0	115	119	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF22	16.068966	0	0	0	0	134	158	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0
CCL28	16.068966	0	0	0	103	141	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C17orf100	16.068966	0	0	0	97	201	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF8	16.034483	0	0	0	0	197	174	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0
SH2B1	16.034483	0	0	0	0	110	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
SAR1B	16.034483	0	0	0	0	152	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGO2	16.034483	0	0	0	139	151	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP3CC	16.034483	0	0	0	96	248	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFAF1	16.034483	0	0	0	0	161	111	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0
MTHFD2	16.034483	0	0	0	0	150	172	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0
LOC101928120	16.034483	0	0	0	139	151	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRYBG3	16.034483	0	0	0	101	175	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0
TRAF1	16.000000	0	0	0	100	182	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPN2	16.000000	0	0	0	0	69	99	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	157	0
RBBP7	16.000000	0	0	0	0	96	108	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	142	0
PTGDR	16.000000	0	0	0	122	172	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSEN2	16.000000	0	0	0	107	174	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PNPLA1	16.000000	0	0	0	151	68	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOL11	16.000000	0	0	0	96	230	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MROH8	16.000000	0	0	0	0	69	99	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	157	0
CPNE5	16.000000	0	0	0	0	122	244	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0
CHST8	16.000000	0	0	0	94	0	164	0	0	0	0	92	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRMS1L	16.000000	0	0	0	176	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0
ACVR1	16.000000	0	0	0	101	154	113	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR1A	16.000000	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	253	0
TEX2	15.965517	0	0	0	0	0	202	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0
RUNDC1	15.965517	0	0	0	181	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0
RMND5B	15.965517	0	0	0	95	146	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTGES3L-AARSD1	15.965517	0	0	0	181	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0
PTGES3L	15.965517	0	0	0	181	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0
P4HA2	15.965517	0	0	0	112	141	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPS21	15.965517	0	0	0	104	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0
MRPL10	15.965517	0	0	0	0	165	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0
LRRC46	15.965517	0	0	0	0	165	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0
KY	15.965517	0	0	0	0	199	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DYRK1A	15.965517	0	0	0	0	0	126	0	0	0	0	118	0	0	85	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0
ZNF768	15.931034	0	0	0	0	154	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0
UCHL1	15.931034	0	0	0	140	183	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STK38	15.931034	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	87	0
RGMB	15.931034	157	0	0	0	144	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB11FIP2	15.931034	0	0	0	137	158	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MITD1	15.931034	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0
CCR7	15.931034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	0
CBR1	15.931034	0	0	0	0	133	189	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0
ANKRD46	15.931034	0	0	0	0	201	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN12	15.896552	0	0	0	117	131	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF777	15.896552	0	0	0	123	155	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0
ZNF561	15.896552	0	0	0	94	102	144	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0
ZNF544	15.896552	0	0	0	0	0	359	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMX4	15.896552	0	0	0	94	154	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERTAD4	15.896552	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	0
RHEB	15.896552	0	0	0	104	151	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLN	15.896552	0	0	0	132	60	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0
OXR1	15.896552	98	0	0	0	73	180	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP1LC3A	15.896552	0	0	0	140	143	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAUS3	15.896552	0	0	0	132	60	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0
FCHO2	15.896552	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	237	0
DNAL1	15.896552	0	0	0	0	100	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
CCDC15	15.896552	0	0	0	0	108	97	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	132	0
ZNF669	15.862069	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	146	0
ZNF460	15.862069	108	0	0	0	128	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ULBP2	15.862069	0	0	0	109	134	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF11	15.862069	0	0	0	129	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
RETREG1	15.862069	0	0	0	0	229	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0
PDZD2	15.862069	0	0	0	115	157	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MICOS13	15.862069	0	0	0	0	0	112	0	0	0	0	0	0	118	81	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0
HSD11B1L	15.862069	0	0	0	0	0	112	0	0	0	0	0	0	118	81	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0
HNRNPF	15.862069	0	0	0	100	0	172	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0
DCXR	15.862069	0	0	0	96	123	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0
CDKN1A	15.862069	0	0	0	0	236	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0
CCDC110	15.862069	0	0	0	91	160	116	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF18	15.862069	0	0	0	98	146	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADD2	15.862069	130	0	0	0	103	0	0	0	0	0	105	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0
VCP	15.827586	0	0	0	102	110	98	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0
TMEM138	15.827586	0	0	0	0	135	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0
SLC2A4	15.827586	0	0	0	112	134	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS16	15.827586	0	0	0	75	251	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAX2	15.827586	0	0	0	165	119	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAPSS2	15.827586	0	0	0	116	245	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPL24	15.827586	0	0	0	0	0	163	0	0	0	0	0	0	157	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPL21	15.827586	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	127	0
IGHMBP2	15.827586	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	127	0
CYB561A3	15.827586	0	0	0	0	135	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0
ACOT6	15.827586	0	0	0	151	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0
ZNF414	15.793103	0	0	0	73	0	119	0	0	0	0	84	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0
TTF2	15.793103	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	160	0
SMIM10L2A	15.793103	0	0	0	109	142	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC39A11	15.793103	0	0	0	146	160	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A48	15.793103	0	0	0	114	92	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPL38	15.793103	0	0	0	159	150	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0
GPR153	15.793103	0	0	0	0	159	166	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0
FBRS	15.793103	104	0	0	0	83	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0
EZH2	15.793103	0	0	0	0	145	173	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCL14	15.793103	0	0	0	114	92	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPLANE1	15.793103	0	0	0	137	203	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP2M1	15.793103	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	160	0
AAR2	15.793103	0	0	0	158	0	200	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0
NAXD	15.758621	0	0	0	115	100	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNA13	15.758621	0	0	0	0	86	129	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GBX1	15.758621	0	0	0	0	253	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DISP1	15.758621	0	0	0	128	89	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0
CALR	15.758621	0	0	0	70	174	143	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0
ZNF215	15.724138	0	0	0	163	110	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFP41	15.724138	0	0	0	122	146	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZC3HC1	15.724138	0	0	0	0	131	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0
VIPAS39	15.724138	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0
SNX22	15.724138	0	0	0	0	0	155	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNRPC	15.724138	0	0	0	0	116	0	0	0	0	0	0	0	0	103	0	0	0	0	75	0	0	0	0	0	0	0	0	0	162	0
SAXO1	15.724138	0	0	0	106	127	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RRAGA	15.724138	0	0	0	106	127	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHOD	15.724138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0	0	0	0	0	0	194	0
RHBDD2	15.724138	0	0	0	84	87	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0
RAB27B	15.724138	0	0	0	0	168	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0
MIS18A	15.724138	0	0	0	72	118	148	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0
MDFI	15.724138	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	194	0
IFFO2	15.724138	122	0	0	0	138	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP2C1	15.724138	0	0	0	0	245	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0
AHSA1	15.724138	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0
ZFAND5	15.689655	0	0	0	0	122	153	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0
TCTA	15.689655	0	0	0	115	124	109	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0
RIOX1	15.689655	91	0	0	0	133	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0
RHOA	15.689655	0	0	0	115	124	109	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0
PRPF39	15.689655	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	155	0
P3H4	15.689655	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	216	0
NDUFAF5	15.689655	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0
MSANTD4	15.689655	0	0	0	0	110	108	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	154	0
IL13RA1	15.689655	0	0	0	73	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0
FKBP10	15.689655	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	216	0
ESF1	15.689655	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0
COL12A1	15.689655	0	0	0	0	133	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELF6	15.689655	0	0	0	0	0	267	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC14	15.689655	0	0	0	97	121	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBFA2T2	15.689655	0	0	0	0	102	84	0	0	0	0	0	0	0	121	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0
ZNF146	15.655172	75	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	99	0
TSPAN13	15.655172	0	0	0	0	89	240	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0
