Target_genes	HMGB2|Average	SRX2765965|HUVEC	SRX1993515|IMR-90	SRX1993516|IMR-90	SRX2765967|Lung_fibroblasts	SRX2765968|Lung_fibroblasts	STRING
CBX5	31.400000	157	0	0	0	0	0
C7orf26	31.400000	157	0	0	0	0	0
BARD1	31.400000	157	0	0	0	0	0
ANKRD44	31.400000	157	0	0	0	0	0
ADGRL1	31.400000	157	0	0	0	0	0
ABCF3	31.400000	157	0	0	0	0	0
ZNF791	31.200000	156	0	0	0	0	0
ZNF669	31.200000	156	0	0	0	0	0
ZNF490	31.200000	156	0	0	0	0	0
ZNF131	31.200000	156	0	0	0	0	0
ZMYM6	31.200000	156	0	0	0	0	0
ZFY	31.200000	156	0	0	0	0	0
YIF1A	31.200000	156	0	0	0	0	0
WDR89	31.200000	156	0	0	0	0	0
VPS37C	31.200000	156	0	0	0	0	0
UNC13B	31.200000	156	0	0	0	0	0
UGCG	31.200000	156	0	0	0	0	0
TRAM1L1	31.200000	156	0	0	0	0	0
TOMM40L	31.200000	156	0	0	0	0	0
TIMM10B	31.200000	156	0	0	0	0	0
SPDYC	31.200000	156	0	0	0	0	0
SEC24B	31.200000	156	0	0	0	0	0
SDE2	31.200000	156	0	0	0	0	0
RPL28	31.200000	156	0	0	0	0	0
RAP2A	31.200000	156	0	0	0	0	0
PRPF39	31.200000	156	0	0	0	0	0
PRKAR2B	31.200000	156	0	0	0	0	0
PDCD5	31.200000	156	0	0	0	0	0
PAPOLG	31.200000	156	0	0	0	0	0
P3H1	31.200000	156	0	0	0	0	0
NME7	31.200000	156	0	0	0	0	0
MSH3	31.200000	156	0	0	0	0	0
MICOS10-NBL1	31.200000	156	0	0	0	0	0
MICOS10	31.200000	156	0	0	0	0	0
LAMTOR1	31.200000	156	0	0	0	0	0
IFIT3	31.200000	156	0	0	0	0	0
H2BU1	31.200000	156	0	0	0	0	0
H2AW	31.200000	156	0	0	0	0	0
FSIP1	31.200000	156	0	0	0	0	0
FKTN	31.200000	156	0	0	0	0	0
FBXW11	31.200000	156	0	0	0	0	0
ESM1	31.200000	156	0	0	0	0	0
ERMP1	31.200000	156	0	0	0	0	0
EEF1AKMT4-ECE2	31.200000	156	0	0	0	0	0
EEF1AKMT4	31.200000	156	0	0	0	0	0
E2F8	31.200000	156	0	0	0	0	0
DPH7	31.200000	156	0	0	0	0	0
DHFR	31.200000	156	0	0	0	0	0
CCDC88C	31.200000	156	0	0	0	0	0
CABYR	31.200000	156	0	0	0	0	0
C17orf75	31.200000	156	0	0	0	0	0
BUB1	31.200000	156	0	0	0	0	0
BLZF1	31.200000	156	0	0	0	0	0
ATOH7	31.200000	156	0	0	0	0	0
ARFIP2	31.200000	156	0	0	0	0	0
APBB1	31.200000	156	0	0	0	0	0
ANKRD1	31.200000	156	0	0	0	0	0
ALG3	31.200000	156	0	0	0	0	0
ACTR5	31.200000	156	0	0	0	0	0
ZNF621	31.000000	155	0	0	0	0	0
ZNF577	31.000000	155	0	0	0	0	0
VPS52	31.000000	155	0	0	0	0	0
USP14	31.000000	155	0	0	0	0	0
UBR1	31.000000	155	0	0	0	0	0
TXNL4B	31.000000	155	0	0	0	0	0
TMTC2	31.000000	155	0	0	0	0	0
TMEM60	31.000000	155	0	0	0	0	0
TMEM243	31.000000	155	0	0	0	0	0
TMEM182	31.000000	155	0	0	0	0	0
TIMM21	31.000000	155	0	0	0	0	0
TBC1D30	31.000000	155	0	0	0	0	0
SOAT1	31.000000	155	0	0	0	0	0
SNX7	31.000000	155	0	0	0	0	0
SELENOI	31.000000	155	0	0	0	0	0
SCCPDH	31.000000	155	0	0	0	0	0
RPS18	31.000000	155	0	0	0	0	0
RHEBL1	31.000000	155	0	0	0	0	0
REEP3	31.000000	155	0	0	0	0	0
RAB3GAP1	31.000000	155	0	0	0	0	0
PRPF4	31.000000	155	0	0	0	0	0
PHTF2	31.000000	155	0	0	0	0	0
P3H2	31.000000	155	0	0	0	0	0
OARD1	31.000000	155	0	0	0	0	0
NSUN6	31.000000	155	0	0	0	0	0
NFYA	31.000000	155	0	0	0	0	0
MMD	31.000000	155	0	0	0	0	0
MFSD9	31.000000	155	0	0	0	0	0
ME2	31.000000	155	0	0	0	0	0
IVNS1ABP	31.000000	155	0	0	0	0	0
ITGA4	31.000000	155	0	0	0	0	0
IRAK3	31.000000	155	0	0	0	0	0
HOMER1	31.000000	155	0	0	0	0	0
HELLS	31.000000	155	0	0	0	0	0
HBEGF	31.000000	155	0	0	0	0	0
H2BC6	31.000000	155	0	0	0	0	0
GNB4	31.000000	155	0	0	0	0	0
FNTA	31.000000	155	0	0	0	0	0
FBXO15	31.000000	155	0	0	0	0	0
ETFDH	31.000000	155	0	0	0	0	0
ERGIC3	31.000000	155	0	0	0	0	0
DHX38	31.000000	155	0	0	0	0	0
CDC26	31.000000	155	0	0	0	0	0
CCNJ	31.000000	155	0	0	0	0	0
CCDC167	31.000000	155	0	0	0	0	0
CAD	31.000000	155	0	0	0	0	0
C4orf46	31.000000	155	0	0	0	0	0
BTBD9	31.000000	155	0	0	0	0	0
BOD1L1	31.000000	155	0	0	0	0	0
BEND6	31.000000	155	0	0	0	0	0
ARL5B	31.000000	155	0	0	0	0	0
ARHGAP12	31.000000	155	0	0	0	0	0
ANKRD10	31.000000	155	0	0	0	0	0
ADIPOR2	31.000000	155	0	0	0	0	0
ADI1	31.000000	155	0	0	0	0	0
ADGRF3	31.000000	155	0	0	0	0	0
ZSCAN22	30.800000	154	0	0	0	0	0
ZNF785	30.800000	154	0	0	0	0	0
ZNF546	30.800000	154	0	0	0	0	0
ZFYVE19	30.800000	154	0	0	0	0	0
YKT6	30.800000	154	0	0	0	0	0
TMEM160	30.800000	154	0	0	0	0	0
TBC1D5	30.800000	154	0	0	0	0	0
STYXL1	30.800000	154	0	0	0	0	0
STK19	30.800000	154	0	0	0	0	0
SSH2	30.800000	154	0	0	0	0	0
SMARCA2	30.800000	154	0	0	0	0	0
RYK	30.800000	154	0	0	0	0	0
RPIA	30.800000	154	0	0	0	0	0
RNF182	30.800000	154	0	0	0	0	0
RASL11A	30.800000	154	0	0	0	0	0
PRORP	30.800000	76	0	0	78	0	0
PRKCSH	30.800000	154	0	0	0	0	0
PPP2R3C	30.800000	76	0	0	78	0	0
POLN	30.800000	154	0	0	0	0	0
PLK4	30.800000	154	0	0	0	0	0
NOD1	30.800000	154	0	0	0	0	0
MRPL10	30.800000	154	0	0	0	0	0
LRRC46	30.800000	154	0	0	0	0	0
HNRNPA0	30.800000	154	0	0	0	0	0
HAUS3	30.800000	154	0	0	0	0	0
FGGY	30.800000	154	0	0	0	0	0
EPSTI1	30.800000	154	0	0	0	0	0
EPHX2	30.800000	154	0	0	0	0	0
EIF2AK4	30.800000	154	0	0	0	0	0
EFEMP1	30.800000	154	0	0	0	0	0
DXO	30.800000	154	0	0	0	0	0
DNAJC17	30.800000	154	0	0	0	0	0
CKAP2	30.800000	154	0	0	0	0	0
CHPF	30.800000	154	0	0	0	0	0
CCDC151	30.800000	154	0	0	0	0	0
CAV2	30.800000	154	0	0	0	0	0
C2CD5	30.800000	154	0	0	0	0	0
C1orf159	30.800000	154	0	0	0	0	0
C11orf65	30.800000	154	0	0	0	0	0
ARHGEF37	30.800000	154	0	0	0	0	0
ABHD4	30.800000	154	0	0	0	0	0
VPS29	30.600000	153	0	0	0	0	0
THUMPD1	30.600000	153	0	0	0	0	0
TAFA2	30.600000	153	0	0	0	0	0
SLTM	30.600000	153	0	0	0	0	0
SLC39A8	30.600000	153	0	0	0	0	0
SETDB2	30.600000	153	0	0	0	0	0
RBMS3	30.600000	153	0	0	0	0	0
RBM5	30.600000	153	0	0	0	0	0
RAD9B	30.600000	153	0	0	0	0	0
PPP1R2	30.600000	153	0	0	0	0	0
POLR2J2	30.600000	153	0	0	0	0	0
PLEKHG1	30.600000	153	0	0	0	0	0
PELP1	30.600000	153	0	0	0	0	0
PALLD	30.600000	153	0	0	0	0	0
NXPE3	30.600000	153	0	0	0	0	0
NDUFB5	30.600000	153	0	0	0	0	0
MRPL47	30.600000	153	0	0	0	0	0
MPZL3	30.600000	153	0	0	0	0	0
MND1	30.600000	153	0	0	0	0	0
MCTP1	30.600000	153	0	0	0	0	0
KNL1	30.600000	153	0	0	0	0	0
KIF13A	30.600000	153	0	0	0	0	0
ITGB1	30.600000	153	0	0	0	0	0
ISG20	30.600000	153	0	0	0	0	0
GLS	30.600000	153	0	0	0	0	0
FGF7	30.600000	0	0	0	153	0	0
FAM110A	30.600000	153	0	0	0	0	0
ENOSF1	30.600000	153	0	0	0	0	0
EEF1E1	30.600000	153	0	0	0	0	0
CFDP1	30.600000	153	0	0	0	0	0
CAB39L	30.600000	153	0	0	0	0	0
BTBD3	30.600000	153	0	0	0	0	0
BRPF3	30.600000	153	0	0	0	0	0
AATF	30.600000	153	0	0	0	0	0
ZNF160	30.400000	152	0	0	0	0	0
UTP18	30.400000	152	0	0	0	0	0
USP33	30.400000	152	0	0	0	0	0
URB2	30.400000	152	0	0	0	0	0
UBN2	30.400000	152	0	0	0	0	0
TTC31	30.400000	152	0	0	0	0	0
TSC22D2	30.400000	152	0	0	0	0	0
TRAM1	30.400000	152	0	0	0	0	0
TPTEP2-CSNK1E	30.400000	152	0	0	0	0	0
TMEM131L	30.400000	152	0	0	0	0	0
TLL2	30.400000	152	0	0	0	0	0
TAF5L	30.400000	152	0	0	0	0	0
TAF1A	30.400000	152	0	0	0	0	0
SYDE2	30.400000	152	0	0	0	0	0
SEL1L	30.400000	152	0	0	0	0	0
SAAL1	30.400000	152	0	0	0	0	0
REV3L	30.400000	152	0	0	0	0	0
RASD1	30.400000	152	0	0	0	0	0
RAB39A	30.400000	152	0	0	0	0	0
PSMB7	30.400000	152	0	0	0	0	0
PRICKLE1	30.400000	152	0	0	0	0	0
PPP4R2	30.400000	152	0	0	0	0	0
PPP1R8	30.400000	152	0	0	0	0	0
PPA1	30.400000	152	0	0	0	0	0
PDCD2	30.400000	152	0	0	0	0	0
NPAT	30.400000	152	0	0	0	0	0
NCAPD2	30.400000	152	0	0	0	0	0
MRPL51	30.400000	152	0	0	0	0	0
MRPL24	30.400000	152	0	0	0	0	0
MFSD14C	30.400000	152	0	0	0	0	0
METTL17	30.400000	152	0	0	0	0	0
MEGF10	30.400000	152	0	0	0	0	0
MBTD1	30.400000	152	0	0	0	0	0
LURAP1L	30.400000	152	0	0	0	0	0
IQGAP1	30.400000	152	0	0	0	0	0
IPO8	30.400000	152	0	0	0	0	0
IMPA1	30.400000	152	0	0	0	0	0
HLA-DMA	30.400000	152	0	0	0	0	0
H2BC11	30.400000	152	0	0	0	0	0
H2AC11	30.400000	152	0	0	0	0	0
GPS2	30.400000	152	0	0	0	0	0
GNAI1	30.400000	152	0	0	0	0	0
DFFA	30.400000	152	0	0	0	0	0
CXCR4	30.400000	152	0	0	0	0	0
CPNE8	30.400000	152	0	0	0	0	0
CFAP20	30.400000	152	0	0	0	0	0
CCDC142	30.400000	152	0	0	0	0	0
C4orf19	30.400000	152	0	0	0	0	0
C11orf24	30.400000	152	0	0	0	0	0
ATM	30.400000	152	0	0	0	0	0
ARID1B	30.400000	152	0	0	0	0	0
ANXA7	30.400000	152	0	0	0	0	0
ABHD16A	30.400000	152	0	0	0	0	0
ZSCAN29	30.200000	151	0	0	0	0	0
ZNF572	30.200000	151	0	0	0	0	0
ZFP69	30.200000	151	0	0	0	0	0
YTHDF2	30.200000	151	0	0	0	0	0
WDR20	30.200000	151	0	0	0	0	0
VBP1	30.200000	151	0	0	0	0	0
TUBGCP4	30.200000	151	0	0	0	0	0
TRIM23	30.200000	151	0	0	0	0	0
TRAPPC13	30.200000	151	0	0	0	0	0
TMEM158	30.200000	151	0	0	0	0	0
TM2D1	30.200000	151	0	0	0	0	0
TCTN1	30.200000	151	0	0	0	0	0
STRIP2	30.200000	151	0	0	0	0	0
SHLD3	30.200000	151	0	0	0	0	0
SDHAF4	30.200000	151	0	0	0	0	0
RRP12	30.200000	151	0	0	0	0	0
RACGAP1	30.200000	151	0	0	0	0	0
PSIP1	30.200000	151	0	0	0	0	0
PRR3	30.200000	151	0	0	0	0	0
PPP5D1	30.200000	151	0	0	0	0	0
PPP4R3B	30.200000	151	0	0	0	0	0
PPP3CA	30.200000	151	0	0	0	0	0
PNRC1	30.200000	151	0	0	0	0	0
PKIB	30.200000	151	0	0	0	0	0
PARK7	30.200000	151	0	0	0	0	0
MTHFD1	30.200000	151	0	0	0	0	0
MREG	30.200000	151	0	0	0	0	0
MAK16	30.200000	151	0	0	0	0	0
INTS6L	30.200000	151	0	0	0	0	0
HSP90AA1	30.200000	151	0	0	0	0	0
GNL1	30.200000	151	0	0	0	0	0
FBN2	30.200000	151	0	0	0	0	0
FAM241A	30.200000	151	0	0	0	0	0
EIPR1	30.200000	151	0	0	0	0	0
CR1L	30.200000	151	0	0	0	0	0
CLPTM1	30.200000	151	0	0	0	0	0
CALM3	30.200000	151	0	0	0	0	0
BRD2	30.200000	151	0	0	0	0	0
ATG5	30.200000	151	0	0	0	0	0
ATAD2B	30.200000	151	0	0	0	0	0
ANAPC1	30.200000	151	0	0	0	0	0
ALDH2	30.200000	151	0	0	0	0	0
ZNF845	30.000000	150	0	0	0	0	0
ZNF821	30.000000	150	0	0	0	0	0
ZNF286A	30.000000	150	0	0	0	0	0
ZNF18	30.000000	150	0	0	0	0	0
ZNF133	30.000000	150	0	0	0	0	0
ZBTB11	30.000000	150	0	0	0	0	0
ZBED3	30.000000	150	0	0	0	0	0
VPS11	30.000000	150	0	0	0	0	0
TRIAP1	30.000000	150	0	0	0	0	0
TRAF6	30.000000	150	0	0	0	0	0
SUSD5	30.000000	150	0	0	0	0	0
SURF6	30.000000	150	0	0	0	0	0
STXBP5	30.000000	150	0	0	0	0	0
SPARC	30.000000	150	0	0	0	0	0
SIK3	30.000000	150	0	0	0	0	0
SGTB	30.000000	150	0	0	0	0	0
SFXN5	30.000000	150	0	0	0	0	0
SETD2	30.000000	150	0	0	0	0	0
SCAMP1	30.000000	150	0	0	0	0	0
RPE	30.000000	150	0	0	0	0	0
RBM48	30.000000	150	0	0	0	0	0
RAG1	30.000000	150	0	0	0	0	0
RAB1A	30.000000	150	0	0	0	0	0
PPP2CA	30.000000	150	0	0	0	0	0
PEX1	30.000000	150	0	0	0	0	0
PCSK1	30.000000	150	0	0	0	0	0
PARP4	30.000000	150	0	0	0	0	0
ODF2L	30.000000	150	0	0	0	0	0
NUDT8	30.000000	150	0	0	0	0	0
NLN	30.000000	150	0	0	0	0	0
MRPL45	30.000000	150	0	0	0	0	0
MORF4L2	30.000000	150	0	0	0	0	0
MED27	30.000000	150	0	0	0	0	0
LRRC8C	30.000000	150	0	0	0	0	0
KLHDC8B	30.000000	150	0	0	0	0	0
IREB2	30.000000	150	0	0	0	0	0
INKA1	30.000000	150	0	0	0	0	0
HSPA6	30.000000	150	0	0	0	0	0
HEXA	30.000000	150	0	0	0	0	0
GRIA2	30.000000	150	0	0	0	0	0
GGA2	30.000000	150	0	0	0	0	0
GCNT2	30.000000	150	0	0	0	0	0
FBXO32	30.000000	150	0	0	0	0	0
DUT	30.000000	150	0	0	0	0	0
DOCK7	30.000000	150	0	0	0	0	0
DHTKD1	30.000000	150	0	0	0	0	0
DAB2	30.000000	150	0	0	0	0	0
CYSTM1	30.000000	150	0	0	0	0	0
COX6A1	30.000000	150	0	0	0	0	0
CLASP1	30.000000	150	0	0	0	0	0
ATF3	30.000000	150	0	0	0	0	0
ARHGAP42	30.000000	150	0	0	0	0	0
AP1G1	30.000000	150	0	0	0	0	0
ANKRD12	30.000000	150	0	0	0	0	0
ALAD	30.000000	150	0	0	0	0	0
ABCB1	30.000000	150	0	0	0	0	0
ZNF558	29.800000	0	0	0	149	0	0
ZNF22	29.800000	149	0	0	0	0	0
USP37	29.800000	149	0	0	0	0	0
TRPS1	29.800000	149	0	0	0	0	0
TRIB1	29.800000	149	0	0	0	0	0
TEAD1	29.800000	149	0	0	0	0	0
TCEAL8	29.800000	149	0	0	0	0	0
TBC1D4	29.800000	149	0	0	0	0	0
SUPT6H	29.800000	149	0	0	0	0	0
SPATS2L	29.800000	149	0	0	0	0	0
SLC25A27	29.800000	149	0	0	0	0	0
SH3TC2	29.800000	149	0	0	0	0	0
SFXN2	29.800000	149	0	0	0	0	0
SDF2	29.800000	149	0	0	0	0	0
NSMAF	29.800000	149	0	0	0	0	0
GMNN	29.800000	149	0	0	0	0	0
CYP39A1	29.800000	149	0	0	0	0	0
CNOT9	29.800000	149	0	0	0	0	0
BDNF	29.800000	149	0	0	0	0	0
ATP6V0E1	29.800000	149	0	0	0	0	0
ARL3	29.800000	149	0	0	0	0	0
ALG8	29.800000	149	0	0	0	0	0
ZNF658	29.600000	148	0	0	0	0	0
ZNF487	29.600000	148	0	0	0	0	0
ZNF248	29.600000	148	0	0	0	0	0
ZNF124	29.600000	148	0	0	0	0	0
ZDHHC23	29.600000	148	0	0	0	0	0
TOR1AIP2	29.600000	148	0	0	0	0	0
TIMM44	29.600000	148	0	0	0	0	0
ST6GALNAC3	29.600000	148	0	0	0	0	0
SHF	29.600000	148	0	0	0	0	0
SELENOK	29.600000	148	0	0	0	0	0
PTPN4	29.600000	148	0	0	0	0	0
PSMF1	29.600000	148	0	0	0	0	0
PSMD7	29.600000	148	0	0	0	0	0
PSMD6	29.600000	148	0	0	0	0	0
PSMA3	29.600000	148	0	0	0	0	0
PRMT5	29.600000	148	0	0	0	0	0
PPP2R3A	29.600000	148	0	0	0	0	0
POLR1D	29.600000	148	0	0	0	0	0
NUBP1	29.600000	148	0	0	0	0	0
NIP7	29.600000	148	0	0	0	0	0
NEDD4	29.600000	148	0	0	0	0	0
NDUFS5	29.600000	148	0	0	0	0	0
NCOA5	29.600000	148	0	0	0	0	0
NBPF15	29.600000	148	0	0	0	0	0
MSTO1	29.600000	148	0	0	0	0	0
MORF4L1	29.600000	148	0	0	0	0	0
MIS12	29.600000	148	0	0	0	0	0
MIOS	29.600000	148	0	0	0	0	0
MBD4	29.600000	148	0	0	0	0	0
M6PR	29.600000	148	0	0	0	0	0
LNX2	29.600000	148	0	0	0	0	0
LAPTM4A	29.600000	148	0	0	0	0	0
KLRG1	29.600000	148	0	0	0	0	0
KIAA1109	29.600000	148	0	0	0	0	0
ITPR2	29.600000	148	0	0	0	0	0
IL12A	29.600000	148	0	0	0	0	0
IFT122	29.600000	148	0	0	0	0	0
HDHD3	29.600000	148	0	0	0	0	0
GRAMD1C	29.600000	148	0	0	0	0	0
GDPD1	29.600000	148	0	0	0	0	0
FAM86B2	29.600000	148	0	0	0	0	0
EYA3	29.600000	148	0	0	0	0	0
EIF2B3	29.600000	148	0	0	0	0	0
DNAJC6	29.600000	148	0	0	0	0	0
DERL2	29.600000	148	0	0	0	0	0
DCUN1D5	29.600000	148	0	0	0	0	0
COG8	29.600000	148	0	0	0	0	0
CDC14A	29.600000	148	0	0	0	0	0
CASP8	29.600000	148	0	0	0	0	0
CAPRIN2	29.600000	148	0	0	0	0	0
ZSCAN5A	29.400000	147	0	0	0	0	0
UCK2	29.400000	147	0	0	0	0	0
UBR5	29.400000	147	0	0	0	0	0
U2SURP	29.400000	147	0	0	0	0	0
TMLHE	29.400000	147	0	0	0	0	0
TK2	29.400000	147	0	0	0	0	0
TDP1	29.400000	147	0	0	0	0	0
TANC1	29.400000	147	0	0	0	0	0
SSR3	29.400000	147	0	0	0	0	0
SPRY3	29.400000	147	0	0	0	0	0
SOCS5	29.400000	147	0	0	0	0	0
SMIM30	29.400000	147	0	0	0	0	0
SMAD5	29.400000	147	0	0	0	0	0
SAXO1	29.400000	147	0	0	0	0	0
RRAGA	29.400000	147	0	0	0	0	0
RGPD8	29.400000	147	0	0	0	0	0
RGPD6	29.400000	147	0	0	0	0	0
RGPD5	29.400000	147	0	0	0	0	0
RFX8	29.400000	147	0	0	0	0	0
RAB30	29.400000	147	0	0	0	0	0
PTRHD1	29.400000	147	0	0	0	0	0
PSKH1	29.400000	147	0	0	0	0	0
PSAT1	29.400000	147	0	0	0	0	0
PPP3R1	29.400000	147	0	0	0	0	0
PPIC	29.400000	147	0	0	0	0	0
PLS1	29.400000	147	0	0	0	0	0
PHF5A	29.400000	147	0	0	0	0	0
PGAP1	29.400000	147	0	0	0	0	0
PCM1	29.400000	147	0	0	0	0	0
PCID2	29.400000	147	0	0	0	0	0
PCDH18	29.400000	147	0	0	0	0	0
OGDH	29.400000	147	0	0	0	0	0
NTSR2	29.400000	147	0	0	0	0	0
NTM	29.400000	147	0	0	0	0	0
NMD3	29.400000	147	0	0	0	0	0
NLRC5	29.400000	147	0	0	0	0	0
MORC2	29.400000	147	0	0	0	0	0
MED10	29.400000	147	0	0	0	0	0
KIFC1	29.400000	147	0	0	0	0	0
KDM5D	29.400000	147	0	0	0	0	0
ITCH	29.400000	147	0	0	0	0	0
ID2	29.400000	147	0	0	0	0	0
HLTF	29.400000	147	0	0	0	0	0
HDGFL3	29.400000	147	0	0	0	0	0
GPR176	29.400000	147	0	0	0	0	0
GNGT2	29.400000	147	0	0	0	0	0
GCH1	29.400000	147	0	0	0	0	0
CUL4A	29.400000	147	0	0	0	0	0
CNDP2	29.400000	147	0	0	0	0	0
CENPO	29.400000	147	0	0	0	0	0
ATXN7L1	29.400000	147	0	0	0	0	0
ASAP2	29.400000	147	0	0	0	0	0
ANKRD40	29.400000	147	0	0	0	0	0
ALDH1A2	29.400000	147	0	0	0	0	0
AKAP13	29.400000	147	0	0	0	0	0
ACO2	29.400000	147	0	0	0	0	0
ACO1	29.400000	147	0	0	0	0	0
ABI3	29.400000	147	0	0	0	0	0
ZNF782	29.200000	146	0	0	0	0	0
ZNF555	29.200000	146	0	0	0	0	0
ZNF225	29.200000	146	0	0	0	0	0
ZDHHC21	29.200000	146	0	0	0	0	0
TRAPPC4	29.200000	146	0	0	0	0	0
TOMM34	29.200000	146	0	0	0	0	0
TMEM234	29.200000	146	0	0	0	0	0
TBC1D9	29.200000	146	0	0	0	0	0
TADA1	29.200000	146	0	0	0	0	0
SZT2	29.200000	146	0	0	0	0	0
SPIN1	29.200000	146	0	0	0	0	0
SLC9A6	29.200000	146	0	0	0	0	0
SESTD1	29.200000	146	0	0	0	0	0
RPS25	29.200000	146	0	0	0	0	0
ROCK1	29.200000	146	0	0	0	0	0
PYROXD2	29.200000	146	0	0	0	0	0
PUM2	29.200000	146	0	0	0	0	0
PPP1R21	29.200000	146	0	0	0	0	0
PPFIBP1	29.200000	146	0	0	0	0	0
NIPBL	29.200000	146	0	0	0	0	0
MTERF2	29.200000	146	0	0	0	0	0
MSRB2	29.200000	146	0	0	0	0	0
MRPL19	29.200000	146	0	0	0	0	0
MED8	29.200000	146	0	0	0	0	0
KIAA1841	29.200000	146	0	0	0	0	0
HESX1	29.200000	146	0	0	0	0	0
GPN1	29.200000	146	0	0	0	0	0
G3BP2	29.200000	146	0	0	0	0	0
FYN	29.200000	146	0	0	0	0	0
ETFBKMT	29.200000	146	0	0	0	0	0
ENPP1	29.200000	146	0	0	0	0	0
ELOVL4	29.200000	146	0	0	0	0	0
EIF3I	29.200000	146	0	0	0	0	0
DPY30	29.200000	75	0	0	71	0	0
DNAJC30	29.200000	146	0	0	0	0	0
DNAJC18	29.200000	146	0	0	0	0	0
DGKH	29.200000	146	0	0	0	0	0
CPQ	29.200000	146	0	0	0	0	0
COPS9	29.200000	146	0	0	0	0	0
CMAS	29.200000	146	0	0	0	0	0
CLN5	29.200000	146	0	0	0	0	0
CEP78	29.200000	146	0	0	0	0	0
CCDC121	29.200000	146	0	0	0	0	0
BUD23	29.200000	146	0	0	0	0	0
BCAS2	29.200000	146	0	0	0	0	0
ATXN7	29.200000	146	0	0	0	0	0
ATG16L1	29.200000	146	0	0	0	0	0
APPL1	29.200000	146	0	0	0	0	0
APMAP	29.200000	146	0	0	0	0	0
AKTIP	29.200000	146	0	0	0	0	0
ZNF808	29.000000	145	0	0	0	0	0
ZNF622	29.000000	145	0	0	0	0	0
YOD1	29.000000	145	0	0	0	0	0
VPS72	29.000000	145	0	0	0	0	0
UHRF1BP1L	29.000000	145	0	0	0	0	0
UBC	29.000000	145	0	0	0	0	0
TXLNA	29.000000	145	0	0	0	0	0
TPBG	29.000000	145	0	0	0	0	0
TOP3A	29.000000	145	0	0	0	0	0
TIGD2	29.000000	145	0	0	0	0	0
TEX30	29.000000	145	0	0	0	0	0
STMN1	29.000000	145	0	0	0	0	0
SPDYA	29.000000	145	0	0	0	0	0
SMCR8	29.000000	145	0	0	0	0	0
SLC35A5	29.000000	145	0	0	0	0	0
SLC31A2	29.000000	145	0	0	0	0	0
SERINC1	29.000000	145	0	0	0	0	0
RELB	29.000000	145	0	0	0	0	0
RAMAC	29.000000	145	0	0	0	0	0
POLR2C	29.000000	145	0	0	0	0	0
PLAAT1	29.000000	145	0	0	0	0	0
PHKG2	29.000000	145	0	0	0	0	0
PCSK5	29.000000	145	0	0	0	0	0
NRIP1	29.000000	145	0	0	0	0	0
NFRKB	29.000000	145	0	0	0	0	0
MXD1	29.000000	145	0	0	0	0	0
MRPL40	29.000000	145	0	0	0	0	0
MFN1	29.000000	145	0	0	0	0	0
MCTS1	29.000000	145	0	0	0	0	0
KLHL8	29.000000	145	0	0	0	0	0
KLHL11	29.000000	145	0	0	0	0	0
KCMF1	29.000000	145	0	0	0	0	0
HSPA4	29.000000	145	0	0	0	0	0
HIRA	29.000000	145	0	0	0	0	0
GLI1	29.000000	145	0	0	0	0	0
FRS2	29.000000	145	0	0	0	0	0
FAM219A	29.000000	145	0	0	0	0	0
DNAI1	29.000000	145	0	0	0	0	0
CTDSPL2	29.000000	145	0	0	0	0	0
CPNE4	29.000000	145	0	0	0	0	0
CHRNA5	29.000000	145	0	0	0	0	0
CASP4	29.000000	145	0	0	0	0	0
CALCOCO2	29.000000	145	0	0	0	0	0
BZW1	29.000000	145	0	0	0	0	0
BCAR3	29.000000	145	0	0	0	0	0
ATG3	29.000000	145	0	0	0	0	0
ATG2A	29.000000	145	0	0	0	0	0
ATG10	29.000000	145	0	0	0	0	0
ANAPC4	29.000000	145	0	0	0	0	0
AHCYL1	29.000000	145	0	0	0	0	0
ZBTB8OS	28.800000	144	0	0	0	0	0
ZBTB17	28.800000	144	0	0	0	0	0
YLPM1	28.800000	144	0	0	0	0	0
WEE1	28.800000	144	0	0	0	0	0
UHRF2	28.800000	144	0	0	0	0	0
TOLLIP	28.800000	144	0	0	0	0	0
TCTEX1D1	28.800000	144	0	0	0	0	0
TAX1BP1	28.800000	144	0	0	0	0	0
STPG2	28.800000	144	0	0	0	0	0
STK11IP	28.800000	144	0	0	0	0	0
STARD5	28.800000	144	0	0	0	0	0
SRGAP1	28.800000	144	0	0	0	0	0
SREBF2	28.800000	144	0	0	0	0	0
SPOPL	28.800000	144	0	0	0	0	0
SNCA	28.800000	144	0	0	0	0	0
SMC3	28.800000	144	0	0	0	0	0
SKIV2L	28.800000	144	0	0	0	0	0
SGIP1	28.800000	144	0	0	0	0	0
RNASEH2C	28.800000	144	0	0	0	0	0
RIMKLB	28.800000	144	0	0	0	0	0
RFXANK	28.800000	144	0	0	0	0	0
RFC4	28.800000	144	0	0	0	0	0
RBM6	28.800000	144	0	0	0	0	0
RBBP4	28.800000	144	0	0	0	0	0
RB1	28.800000	144	0	0	0	0	0
RAP1B	28.800000	144	0	0	0	0	0
PURB	28.800000	144	0	0	0	0	0
PRXL2C	28.800000	144	0	0	0	0	0
PDGFD	28.800000	144	0	0	0	0	0
PDCD11	28.800000	144	0	0	0	0	0
PARD3B	28.800000	144	0	0	0	0	0
OXNAD1	28.800000	144	0	0	0	0	0
NELFE	28.800000	144	0	0	0	0	0
NCOR1	28.800000	144	0	0	0	0	0
