TF_name	target_id	target_name	target_synonyms
SOX4	ENSG00000138382	METTL5	HSPC133
SOX4	ENSG00000197562	RAB40C	RARL,RASL8C
SOX4	ENSG00000259058	RP11-488C13.4	-
SOX4	ENSG00000197889	MEIG1	SPATA39,bA2K17.3
SOX4	ENSG00000202198	RN7SK	-
SOX4	ENSG00000257813	RP11-73B8.2	-
SOX4	ENSG00000063322	MED29	IXL,MED2
SOX4	ENSG00000159069	FBXW5	Fbw5
SOX4	ENSG00000198900	TOP1	TOPI
SOX4	ENSG00000134146	DPH6	ATPBD4
SOX4	ENSG00000071127	WDR1	AIP1,HEL-S-52,NORI-1
SOX4	ENSG00000196860	TOMM20L	UNQ9438
SOX4	ENSG00000120370	GORAB	GO,NTKLBP1,SCYL1BP1
SOX4	ENSG00000185561	TLCD2	-
SOX4	ENSG00000168243	GNG4	-
SOX4	ENSG00000120925	RNF170	mir-4469
SOX4	ENSG00000100983	GSS	GSHS,HEL-S-64p,HEL-S-88n
SOX4	ENSG00000132952	USPL1	C13orf22,D13S106E,bA121O19.1
SOX4	ENSG00000159388	BTG2	APRO1,PC3,TIS21
SOX4	ENSG00000130695	CEP85	CCDC21
SOX4	ENSG00000152382	TADA1	ADA1,HFI1,STAF42,TADA1L,hADA1
SOX4	ENSG00000134046	MBD2	DMTase,NY-CO-41
SOX4	ENSG00000089157	RPLP0	L10E,LP0,P0,PRLP0,RPP0
SOX4	ENSG00000187634	SAMD11	MRS
SOX4	ENSG00000109046	WSB1	SWIP1,WSB-1
SOX4	ENSG00000141447	OSBPL1A	ORP-1,ORP1,OSBPL1B
SOX4	ENSG00000134504	KCTD1	C18orf5,SENS
SOX4	ENSG00000134283	PPHLN1	CR,HSPC206,HSPC232
SOX4	ENSG00000267646	CTC-499B15.7	-
SOX4	ENSG00000088448	ANKRD10	-
SOX4	ENSG00000198870	STKLD1	C9orf96,SgK071,Sk521
SOX4	ENSG00000105887	MTPN	GCDP,V-1
SOX4	ENSG00000207980	MIR23A	MIRN23A,hsa-mir-23a,miRNA23A,mir-23a
SOX4	ENSG00000269972	RP3-430N8.10	-
SOX4	ENSG00000132466	ANKRD17	GTAR,MASK2,NY-BR-16
SOX4	ENSG00000073711	PPP2R3A	PPP2R3,PR130,PR72
SOX4	ENSG00000153574	RPIA	RPI,RPIAD
SOX4	ENSG00000225632	RP5-997D24.3	-
SOX4	ENSG00000275454	CTD-2026K11.4	-
SOX4	ENSG00000223969	AC002456.2	-
SOX4	ENSG00000149182	ARFGAP2	IRZ,NBLA10535,ZFP289,ZNF289
SOX4	ENSG00000180398	MCFD2	F5F8D,F5F8D2,LMAN1IP,SDNSF
SOX4	ENSG00000261759	RP11-626G11.3	-
SOX4	ENSG00000228982	RP11-107G24.3	-
SOX4	ENSG00000108788	MLX	MAD7,MXD7,TCFL4,TF4,bHLHd13
SOX4	ENSG00000100092	SH3BP1	ARHGAP43
SOX4	ENSG00000127415	IDUA	IDA,MPS1
SOX4	ENSG00000070495	JMJD6	PSR,PTDSR,PTDSR1
SOX4	ENSG00000267185	PTP4A2P1	-
SOX4	ENSG00000100100	PIK3IP1	HGFL,hHGFL(S)
SOX4	ENSG00000169914	OTUD3	DUBA4
SOX4	ENSG00000100124	ANKRD54	LIAR
SOX4	ENSG00000234041	RP11-345I18.1	-
SOX4	ENSG00000096746	HNRNPH3	2H9,HNRPH3
SOX4	ENSG00000090530	LEPREL1	LEPREL1,MCVD,MLAT4
SOX4	ENSG00000173641	HSPB7	cvHSP
SOX4	ENSG00000230449	RPL7P4	-
SOX4	ENSG00000103495	MAZ	PUR1,Pur-1,SAF-1,SAF-2,SAF-3,ZF87,ZNF801,Zif87
SOX4	ENSG00000134851	TMEM165	CDG2K,FT27,GDT1,TMPT27,TPARL
SOX4	ENSG00000151693	ASAP2	AMAP2,CENTB3,DDEF2,PAG3,PAP,Pap-alpha,SHAG1
SOX4	ENSG00000274447	LLNLR-304G9.1	-
SOX4	ENSG00000224875	AC083949.1	-
SOX4	ENSG00000174004	NRROS	ELLP3030,GARPL1,LRRC33,UNQ3030
SOX4	ENSG00000268895	A1BG-AS1	A1BG-AS,A1BGAS,NCRNA00181
SOX4	ENSG00000188582	PAQR9	-
SOX4	ENSG00000121931	LRIF1	C1orf103,RIF1
SOX4	ENSG00000183087	GAS6	AXLLG,AXSF
SOX4	ENSG00000254409	RP11-613D13.4	-
SOX4	ENSG00000230376	MEMO1P4	-
SOX4	ENSG00000101003	GINS1	PSF1
SOX4	ENSG00000267004	CTD-2659N19.4	-
SOX4	ENSG00000274836	SMCR2_2	-
SOX4	ENSG00000095261	PSMD5	S5B
SOX4	ENSG00000135365	PHF21A	BHC80,BM-006
SOX4	ENSG00000253102	RP1-117B12.4	-
SOX4	ENSG00000237886	MIR4674HG	-
SOX4	ENSG00000234608	MAPKAPK5-AS1	C12orf47
SOX4	ENSG00000110243	APOA5	APOAV,RAP3
SOX4	ENSG00000273499	SNORA40	-
SOX4	ENSG00000175155	YPEL2	FKSG4
SOX4	ENSG00000005189	AC004381.6	-
SOX4	ENSG00000272081	CTD-2376I4.2	-
SOX4	ENSG00000184661	CDCA2	PPP1R81,Repo-Man
SOX4	ENSG00000036672	USP2	UBP41,USP9
SOX4	ENSG00000155542	SETD9	C5orf35
SOX4	ENSG00000116990	MYCL	L-Myc,LMYC,MYCL1,bHLHe38
SOX4	ENSG00000111725	PRKAB1	AMPK,HAMPKb
SOX4	ENSG00000237786	GFOD1-AS1	-
SOX4	ENSG00000262554	LA16c-360H6.2	-
SOX4	ENSG00000213888	LINC01521	-
SOX4	ENSG00000145194	ECE2	-
SOX4	ENSG00000173905	GOLIM4	GIMPC,GOLPH4,GPP130,P138
SOX4	ENSG00000226900	RP11-432J24.5	-
SOX4	ENSG00000086666	ZFAND6	AWP1,ZA20D3,ZFAND5B
SOX4	ENSG00000134371	CDC73	C1orf28,FIHP,HPTJT,HRPT1,HRPT2,HYX
SOX4	ENSG00000124782	RREB1	FINB,HNT,LZ321,RREB-1,Zep-1
SOX4	ENSG00000226890	LA16c-395F10.1	-
SOX4	ENSG00000126709	IFI6	6-16,FAM14C,G1P3,IFI-6-16,IFI616
SOX4	ENSG00000230630	DNM3OS	DNM3-AS1,MIR199A2HG
SOX4	ENSG00000151376	ME3	NADP-ME
SOX4	ENSG00000165630	PRPF18	PRP18,hPrp18
SOX4	ENSG00000248905	FMN1	FMN,LD
SOX4	ENSG00000144560	VGLL4	VGL-4
SOX4	ENSG00000131323	TRAF3	CAP-1,CAP1,CD40bp,CRAF1,IIAE5,LAP1
SOX4	ENSG00000102317	RBM3	IS1-RNPL,RNPL
SOX4	ENSG00000084676	NCOA1	F-SRC-1,KAT13A,RIP160,SRC1,bHLHe42,bHLHe74
SOX4	ENSG00000133265	HSPBP1	FES1
SOX4	ENSG00000069275	NUCKS1	JC7,NUCKS
SOX4	ENSG00000273262	RP11-18I14.11	-
SOX4	ENSG00000166595	FAM96B	CGI-128,CIA2B,MIP18
SOX4	ENSG00000185129	PURA	MRD31,PUR-ALPHA,PUR1,PURALPHA
SOX4	ENSG00000260233	SSSCA1-AS1	-
SOX4	ENSG00000238290	RP11-431K24.1	-
SOX4	ENSG00000176834	VSIG10	-
SOX4	ENSG00000265778	RP11-17M16.2	-
SOX4	ENSG00000181467	RAP2B	-
SOX4	ENSG00000127054	CPSF3L	hsa-mir-6727
SOX4	ENSG00000149489	ROM1	ROM,ROSP1,RP7,TSPAN23
SOX4	ENSG00000142082	SIRT3	SIR2L3
SOX4	ENSG00000168386	FILIP1L	DOC-1,DOC1,GIP130,GIP90
SOX4	ENSG00000173545	ZNF622	ZPR9
SOX4	ENSG00000088543	C3orf18	G20
SOX4	ENSG00000231160	KLF3-AS1	-
SOX4	ENSG00000279689	RP11-574K11.32	-
SOX4	ENSG00000015676	NUDCD3	NudCL
SOX4	ENSG00000273096	RP3-508I15.20	-
SOX4	ENSG00000100949	RABGGTA	PTAR3
SOX4	ENSG00000196074	SYCP2	SCP-2,SCP2
SOX4	ENSG00000136003	ISCU	2310020H20Rik,HML,ISU2,NIFU,NIFUN,hnifU
SOX4	ENSG00000132780	NASP	FLB7527,HMDRA1,PRO1999
SOX4	ENSG00000012983	MAP4K5	GCKR,KHS,KHS1,MAPKKKK5
SOX4	ENSG00000115902	SLC1A4	ASCT1,SATT,SPATCCM
SOX4	ENSG00000121410	A1BG	A1B,ABG,GAB,HYST2477
SOX4	ENSG00000278783	MIR6071	hsa-mir-6071
SOX4	ENSG00000272768	RP4-673M15.1	-
SOX4	ENSG00000199179	MIRLET7I	LET7I,MIRNLET7I,hsa-let-7i,let-7i
SOX4	ENSG00000154415	PPP1R3A	GM,PP1G,PPP1R3
SOX4	ENSG00000140859	KIFC3	-
SOX4	ENSG00000259192	AC109631.1	-
SOX4	ENSG00000198198	SZT2	C1orf84,EIEE18,KIAA0467,SZT2A,SZT2B
SOX4	ENSG00000266192	MIR1260B	mir-1260b
SOX4	ENSG00000044524	EPHA3	EK4,ETK,ETK1,HEK,HEK4,TYRO4
SOX4	ENSG00000151611	MMAA	cblA
SOX4	ENSG00000162923	WDR26	CDW2,GID7,MIP2
SOX4	ENSG00000256825	CTD-2140B24.4	-
SOX4	ENSG00000273674	CTD-2378E12.1	-
SOX4	ENSG00000188312	CENPP	CENP-P
SOX4	ENSG00000233366	ZNF90P2	-
SOX4	ENSG00000256546	AC156455.1	-
SOX4	ENSG00000108587	GOSR1	GOLIM2,GOS-28,GOS28,GOS28/P28,GS28,P28
SOX4	ENSG00000254333	CTC-367J11.1	-
SOX4	ENSG00000109390	NDUFC1	KFYI
SOX4	ENSG00000274805	MIR6768	hsa-mir-6768
SOX4	ENSG00000100483	VCPKMT	C14orf138,METTL21D,VCP-KMT
SOX4	ENSG00000109814	UGDH	GDH,UDP-GlcDH,UDPGDH,UGD
SOX4	ENSG00000256742	RP13-941N14.1	-
SOX4	ENSG00000183172	SMDT1	C22orf32,DDDD,EMRE,dJ186O1.1
SOX4	ENSG00000143850	PLEKHA6	PEPP-3,PEPP3
SOX4	ENSG00000196811	CHRNG	ACHRG
SOX4	ENSG00000107829	FBXW4	DAC,FBW4,FBWD4,SHFM3,SHSF3
SOX4	ENSG00000185404	SP140L	-
SOX4	ENSG00000149571	KIRREL3	KIRRE,MRD4,NEPH2,PRO4502
SOX4	ENSG00000278784	RP11-468E2.11	-
SOX4	ENSG00000143393	PI4KB	NPIK,PI4K-BETA,PI4K92,PI4KBETA,PI4KIIIBETA,PIK4CB
SOX4	ENSG00000265558	MIR3918	mir-3918
SOX4	ENSG00000235241	RP11-108M9.5	-
SOX4	ENSG00000169855	ROBO1	DUTT1,SAX3
SOX4	ENSG00000134253	TRIM45	RNF99
SOX4	ENSG00000204482	LST1	B144,D6S49E,LST-1
SOX4	ENSG00000106333	PCOLCE	PCPE,PCPE-1,PCPE1
SOX4	ENSG00000124641	MED20	PRO0213,TRFP
SOX4	ENSG00000265181	MIR4674	-
SOX4	ENSG00000114779	ABHD14B	CIB,HEL-S-299
SOX4	ENSG00000104164	BLOC1S6	BLOS6,HPS9,PA,PALLID,PLDN
SOX4	ENSG00000128159	TUBGCP6	GCP-6,GCP6,MCCRP,MCCRP1,MCPHCR
SOX4	ENSG00000135298	BAI3	BAI3
SOX4	ENSG00000274750	HIST1H3E	H3.1,H3/d,H3FD
SOX4	ENSG00000116560	SFPQ	POMP100,PPP1R140,PSF
SOX4	ENSG00000145819	ARHGAP26	GRAF,GRAF1,OPHN1L,OPHN1L1
SOX4	ENSG00000099956	SMARCB1	BAF47,CSS3,INI1,MRD15,PPP1R144,RDT,RTPS1,SNF5,SNF5L1,SWNTS1,Sfh1p,Snr1,hSNFS
SOX4	ENSG00000162585	C1orf86	C1orf86,FP7162
SOX4	ENSG00000272139	CTD-2544H17.2	-
SOX4	ENSG00000078140	UBE2K	E2-25K,HIP2,HYPG,LIG,UBC1
SOX4	ENSG00000258466	RP11-1012A1.4	-
SOX4	ENSG00000165494	PCF11	-
SOX4	ENSG00000252192	SNORA9	-
SOX4	ENSG00000202528	RNU6-650P	-
SOX4	ENSG00000254995	STX16-NPEPL1	-
SOX4	ENSG00000070087	PFN2	D3S1319E,PFL
SOX4	ENSG00000197747	S100A10	42C,ANX2L,ANX2LG,CAL1L,CLP11,Ca[1],GP11,P11,p10
SOX4	ENSG00000136718	IMP4	BXDC4
SOX4	ENSG00000139318	DUSP6	HH19,MKP3,PYST1
SOX4	ENSG00000185950	IRS2	IRS-2
SOX4	ENSG00000279044	AC007787.3	-
SOX4	ENSG00000122696	SLC25A51	CG7943,MCART1
SOX4	ENSG00000171016	PYGO1	-
SOX4	ENSG00000182150	ERCC6L2	BMFS2,C9orf102,RAD26L,SR278
SOX4	ENSG00000237015	CTA-984G1.5	-
SOX4	ENSG00000260727	SLC7A5P1	-
SOX4	ENSG00000164615	CAMLG	CAML,GET2
SOX4	ENSG00000155096	AZIN1	AZI,AZIA1,OAZI,OAZIN,ODC1L
SOX4	ENSG00000264278	RP11-162A12.2	-
SOX4	ENSG00000267699	RP11-729L2.2	-
SOX4	ENSG00000089847	ANKRD24	-
SOX4	ENSG00000143258	USP21	USP16,USP23
SOX4	ENSG00000263809	KRBA2	-
SOX4	ENSG00000058262	SEC61A1	HNFJ4,HSEC61,SEC61,SEC61A
SOX4	ENSG00000232901	CYCSP10	-
SOX4	ENSG00000187187	ZNF546	ZNF49
SOX4	ENSG00000268746	CTD-2571L23.8	-
SOX4	ENSG00000042286	AIFM2	AMID,PRG3
SOX4	ENSG00000164483	SAMD3	-
SOX4	ENSG00000130119	GNL3L	GNL3B
SOX4	ENSG00000147654	EBAG9	EB9,PDAF
SOX4	ENSG00000172534	HCFC1	CFF,HCF,HCF-1,HCF1,HFC1,MRX3,PPP1R89,VCAF
SOX4	ENSG00000115866	DARS	HBSL,aspRS
SOX4	ENSG00000132002	DNAJB1	HSPF1,Hdj1,Hsp40,RSPH16B,Sis1
SOX4	ENSG00000127884	ECHS1	ECHS1D,SCEH
SOX4	ENSG00000085382	HACE1	SPPRS
SOX4	ENSG00000166598	HSP90B1	-
SOX4	ENSG00000135315	CEP162	C6orf84,KIAA1009,QN1
SOX4	ENSG00000279527	RP11-83B20.2	-
SOX4	ENSG00000072682	P4HA2	-
SOX4	ENSG00000162775	RBM15	OTT,OTT1,SPEN
SOX4	ENSG00000159921	GNE	DMRV,GLCNE,IBM2,NM,Uae1
SOX4	ENSG00000222412	Y_RNA	-
SOX4	ENSG00000244113	RP11-468H14.1	-
SOX4	ENSG00000272884	RP11-104H15.10	-
SOX4	ENSG00000127334	DYRK2	-
SOX4	ENSG00000214140	PRCD	RP36
SOX4	ENSG00000102531	FNDC3A	FNDC3,HUGO,bA203I16.1,bA203I16.5
SOX4	ENSG00000141759	TXNL4A	BMKS,DIB1,DIM1,SNRNP15,TXNL4,U5-15kD
SOX4	ENSG00000160062	ZBTB8A	BOZF1,ZBTB8,ZNF916A
SOX4	ENSG00000170043	TRAPPC1	BET5,MUM2
SOX4	ENSG00000247121	CTD-2260A17.2	-
SOX4	ENSG00000260742	RP11-366L5.1	-
SOX4	ENSG00000110075	PPP6R3	C11orf23,PP6R3,SAP190,SAPL,SAPLa,SAPS3
SOX4	ENSG00000175764	TTLL11	C9orf20,bA244O19.1
SOX4	ENSG00000230882	AC005077.14	-
SOX4	ENSG00000142453	CARM1	PRMT4
SOX4	ENSG00000136193	SCRN1	SES1
SOX4	ENSG00000151694	ADAM17	ADAM18,CD156B,CSVP,NISBD,NISBD1,TACE
SOX4	ENSG00000007001	UPP2	UDRPASE2,UP2,UPASE2
SOX4	ENSG00000116017	ARID3A	BRIGHT,DRIL1,DRIL3,E2FBP1
SOX4	ENSG00000208024	MIR199A2	MIR-199-s,MIRN199A2,mir-199a-2
SOX4	ENSG00000103591	AAGAB	KPPP1,PPKP1,PPKP1A,p34
SOX4	ENSG00000130724	CHMP2A	BC-2,BC2,CHMP2,VPS2,VPS2A
SOX4	ENSG00000075624	ACTB	BRWS1,PS1TP5BP1
SOX4	ENSG00000198815	FOXJ3	-
SOX4	ENSG00000160991	ORAI2	C7orf19,CBCIP2,MEM142B,TMEM142B
SOX4	ENSG00000186591	UBE2H	E2-20K,GID3,UBC8,UBCH,UBCH2
SOX4	ENSG00000187609	EXD3	mut-7
SOX4	ENSG00000072952	MRVI1	IRAG,JAW1L
SOX4	ENSG00000168894	RNF181	HSPC238
SOX4	ENSG00000228146	CASP16	CASP16
SOX4	ENSG00000142615	CELA2A	ELA2A,PE-1
SOX4	ENSG00000184939	ZFP90	FIK,NK10,ZNF756,zfp-90
SOX4	ENSG00000005020	SKAP2	PRAP,RA70,SAPS,SCAP2,SKAP-HOM,SKAP55R
SOX4	ENSG00000226051	ZNF503-AS1	-
SOX4	ENSG00000235058	ZMYND10-AS1	-
SOX4	ENSG00000119865	CNRIP1	C2orf32,CRIP1
SOX4	ENSG00000280357	RP11-269C23.4	-
SOX4	ENSG00000279762	RP11-227G15.12	-
SOX4	ENSG00000271869	RP11-51J9.5	-
SOX4	ENSG00000104964	AES	AES-1,AES-2,ESP1,GRG,GRG5,Grg-5,TLE5
SOX4	ENSG00000268362	CTD-2017D11.1	-
SOX4	ENSG00000204424	LY6G6F	C6orf21,G6f,LY6G6D,NG32
SOX4	ENSG00000146247	PHIP	BRWD2,DCAF14,WDR11,ndrp
SOX4	ENSG00000107771	CCSER2	FAM190B,Gcap14,KIAA1128,bA486O22.1
SOX4	ENSG00000280331	RP11-545D22.1	-
SOX4	ENSG00000271032	CTD-2527I21.14	-
SOX4	ENSG00000095637	SORBS1	CAP,FLAF2,R85FL,SH3D5,SH3P12,SORB1
SOX4	ENSG00000229786	SNRPFP2	-
SOX4	ENSG00000145920	CPLX2	921-L,CPX-2,CPX2,Hfb1
SOX4	ENSG00000227048	RP11-134G8.2	-
SOX4	ENSG00000183580	FBXL7	FBL6,FBL7
SOX4	ENSG00000109736	MFSD10	TETRAN,TETTRAN
SOX4	ENSG00000184486	POU3F2	BRN2,N-Oct3,OCT7,OTF-7,OTF7,POUF3,brn-2,oct-7
SOX4	ENSG00000112592	TBP	GTF2D,GTF2D1,HDL4,SCA17,TFIID
SOX4	ENSG00000011566	MAP4K3	GLK,MAPKKKK3,MEKKK 3,MEKKK3,RAB8IPL1
SOX4	ENSG00000125352	RNF113A	Cwc24,RNF113,TTD5,ZNF183
SOX4	ENSG00000113597	TRAPPC13	-
SOX4	ENSG00000184575	XPOT	XPO3
SOX4	ENSG00000269068	RP11-256I23.2	-
SOX4	ENSG00000121989	ACVR2A	ACTRII,ACVR2
SOX4	ENSG00000185252	ZNF74	COS52,ZFP520,ZNF520,hZNF7
SOX4	ENSG00000077097	TOP2B	mir-4442
SOX4	ENSG00000127585	FBXL16	C16orf22,Fbl16,c380A1.1
SOX4	ENSG00000275043	SNORD25	RNU25,U25
SOX4	ENSG00000133703	KRAS	C-K-RAS,CFC2,K-RAS2A,K-RAS2B,K-RAS4A,K-RAS4B,KI-RAS,KRAS1,KRAS2,NS,NS3,RALD,RASK2,c-Ki-ras2
SOX4	ENSG00000152784	PRDM8	EPM10,KMT8D,PFM5
SOX4	ENSG00000273424	CTA-223H9.9	-
SOX4	ENSG00000262020	RP11-66H6.3	-
SOX4	ENSG00000260698	RP11-439E19.9	-
SOX4	ENSG00000103264	FBXO31	-
SOX4	ENSG00000235381	RP11-477D19.2	-
SOX4	ENSG00000252545	RNU6-362P	-
SOX4	ENSG00000259172	RP11-299G20.2	-
SOX4	ENSG00000170619	COMMD5	HCARG,HT002
SOX4	ENSG00000156017	C9orf41	C9orf41,UPF0586
SOX4	ENSG00000264349	MIR4258	-
SOX4	ENSG00000122783	C7orf49	MRI,MRI-2
SOX4	ENSG00000174917	C19orf70	MIC13,P117,QIL1
SOX4	ENSG00000185515	BRCC3	BRCC36,C6.1A,CXorf53
SOX4	ENSG00000264456	RP11-848P1.2	-
SOX4	ENSG00000227748	RP11-497D6.3	-
SOX4	ENSG00000277452	Metazoa_SRP	-
SOX4	ENSG00000109576	AADAT	KAT2,KATII,KYAT2
SOX4	ENSG00000180801	ARSJ	-
SOX4	ENSG00000225953	SATB2-AS1	-
SOX4	ENSG00000253596	CTD-2320G14.2	-
SOX4	ENSG00000137571	SLCO5A1	OATP-J,OATP-RP4,OATP5A1,OATPJ,OATPRP4,SLC21A15
SOX4	ENSG00000275417	RP11-844G16.3	-
SOX4	ENSG00000226174	TEX22	-
SOX4	ENSG00000260852	FBXL19-AS1	NCRNA00095
SOX4	ENSG00000254718	CTD-2184C24.2	-
SOX4	ENSG00000228144	RP11-745O10.4	CGI-119,GAAP,LFG4,S1R,ZPRO
SOX4	ENSG00000198721	ECI2	ACBD2,DRS-1,DRS1,HCA88,PECI,dJ1013A10.3
SOX4	ENSG00000255355	AP000640.2	-
SOX4	ENSG00000135924	DNAJB2	CMT2T,DSMA5,HSJ-1,HSJ1,HSPF3
SOX4	ENSG00000182944	EWSR1	EWS,EWS-FLI1,bK984G1.4
SOX4	ENSG00000170502	NUDT9	NUDT10
SOX4	ENSG00000173040	EVC2	LBN,WAD
SOX4	ENSG00000138757	G3BP2	-
SOX4	ENSG00000203666	EFCAB2	CFAP200,DRC8
SOX4	ENSG00000224276	RP11-336K24.5	-
SOX4	ENSG00000264373	RP11-227G15.6	-
SOX4	ENSG00000170242	USP47	TRFP
SOX4	ENSG00000234817	RP3-400B16.1	-
SOX4	ENSG00000065883	CDK13	CDC2L,CDC2L5,CHED,hCDK13
SOX4	ENSG00000138668	HNRNPD	AUF1,AUF1A,HNRPD,P37,hnRNPD0
SOX4	ENSG00000063177	RPL18	L18
SOX4	ENSG00000160888	IER2	ETR101
SOX4	ENSG00000166579	NDEL1	EOPA,MITAP1,NDE1L1,NDE2,NUDEL
SOX4	ENSG00000124541	RRP36	C6orf153,dJ20C7.4
SOX4	ENSG00000116288	PARK7	DJ-1,DJ1,HEL-S-67p
SOX4	ENSG00000275088	RP11-442O1.3	-
SOX4	ENSG00000139726	DENR	DRP,DRP1,SMAP-3
SOX4	ENSG00000209582	SNORA48	ACA48,SNORA48A
SOX4	ENSG00000170425	ADORA2B	ADORA2
SOX4	ENSG00000100744	GSKIP	C14orf129,HSPC210
SOX4	ENSG00000128694	OSGEPL1	OSGEPL,Qri7
SOX4	ENSG00000196110	ZNF699	hang
SOX4	ENSG00000251484	RP5-1065J22.4	-
SOX4	ENSG00000147408	CSGALNACT1	CSGalNAcT-1,ChGn,beta4GalNAcT
SOX4	ENSG00000164296	TIGD6	-
SOX4	ENSG00000143303	RRNAD1	C1orf66,CGI-41,METTL25B
SOX4	ENSG00000183111	ARHGEF37	-
SOX4	ENSG00000235652	RP11-545I5.3	-
SOX4	ENSG00000105879	CBLL1	HAKAI,RNF188
SOX4	ENSG00000047617	ANO2	C12orf3,TMEM16B
SOX4	ENSG00000259884	RP11-1100L3.8	-
SOX4	ENSG00000276101	RP11-455O6.8	-
SOX4	ENSG00000125875	TBC1D20	C20orf140,WARBM4
SOX4	ENSG00000108947	EFNB3	EFL6,EPLG8,LERK8
SOX4	ENSG00000109458	GAB1	-
SOX4	ENSG00000224467	AC009313.1	-
SOX4	ENSG00000196214	ZNF766	-
SOX4	ENSG00000160714	UBE2Q1	GTAP,NICE-5,PRO3094,UBE2Q
SOX4	ENSG00000257883	RP11-497G19.1	-
SOX4	ENSG00000035681	NSMAF	FAN,GRAMD5
SOX4	ENSG00000111885	MAN1A1	HUMM3,HUMM9,MAN9
SOX4	ENSG00000217159	LARP1P1	-
SOX4	ENSG00000171766	GATM	AGAT,AT,CCDS3
SOX4	ENSG00000268896	RP11-256I23.1	-
SOX4	ENSG00000178209	PLEC	EBS1,EBSMD,EBSND,EBSO,EBSOG,EBSPA,HD1,LGMD2Q,PCN,PLEC1,PLEC1b,PLTN
SOX4	ENSG00000253686	LINC01484	-
SOX4	ENSG00000251874	RNU6-615P	-
SOX4	ENSG00000151502	VPS26B	Pep8b
SOX4	ENSG00000230524	COL6A4P1	COL6A4,COL6A4P,DIVA,DVWA,VWA6
SOX4	ENSG00000184470	TXNRD2	SELZ,TR,TR-BETA,TR3,TRXR2
SOX4	ENSG00000157110	RBPMS	HERMES
SOX4	ENSG00000102910	LONP2	-
SOX4	ENSG00000262833	RP11-28G8.1	-
SOX4	ENSG00000053254	FOXN3	C14orf116,CHES1,PRO1635
SOX4	ENSG00000163701	IL17RE	-
SOX4	ENSG00000162231	NXF1	MEX67,TAP
SOX4	ENSG00000131507	NDFIP1	N4WBP5
SOX4	ENSG00000139718	SETD1B	KMT2G,Set1B
SOX4	ENSG00000120647	CCDC77	-
SOX4	ENSG00000108854	SMURF2	-
SOX4	ENSG00000213523	SRA1	SRA,SRAP,STRAA1,pp7684
SOX4	ENSG00000157077	ZFYVE9	MADHIP,NSP,PPP1R173,SARA,SMADIP
SOX4	ENSG00000183935	HTR7P1	HTR7P
SOX4	ENSG00000239335	LLPH-AS1	-
SOX4	ENSG00000227060	LINC00629	-
SOX4	ENSG00000275532	CTB-58E17.3	-
SOX4	ENSG00000280302	RP11-64C12.1	-
SOX4	ENSG00000062725	APPBP2	APP-BP2,HS.84084,PAT1
SOX4	ENSG00000160703	NLRX1	CLR11.3,DLNB26,NOD26,NOD5,NOD9
SOX4	ENSG00000237588	RP11-66D17.3	-
SOX4	ENSG00000230699	RP11-54O7.1	-
SOX4	ENSG00000014123	UFL1	KIAA0776,Maxer,NLBP,RCAD
SOX4	ENSG00000262877	RP11-1055B8.4	-
SOX4	ENSG00000229372	SZT2-AS1	-
SOX4	ENSG00000152620	NADK2	C5orf33,DECRD,MNADK,NADKD1
SOX4	ENSG00000170515	PA2G4	EBP1,HG4-1,p38-2G4
SOX4	ENSG00000116729	WLS	C1orf139,EVI,GPR177,MRP,mig-14
SOX4	ENSG00000156804	FBXO32	Fbx32,MAFbx
SOX4	ENSG00000198730	CTR9	SH2BP1,TSBP,p150,p150TSP
SOX4	ENSG00000205771	CATSPER2P1	-
SOX4	ENSG00000204560	DHX16	DBP2,DDX16,PRO2014,PRP8,PRPF2,Prp2
SOX4	ENSG00000142303	ADAMTS10	ADAM-TS10,ADAMTS-10,WMS,WMS1
SOX4	ENSG00000176022	B3GALT6	EDSP2,SEMDJL1,beta3GalT6
SOX4	ENSG00000086967	MYBPC2	MYBPC,MYBPCF
SOX4	ENSG00000239719	RP4-800G7.1	-
SOX4	ENSG00000261637	RP11-883G14.2	-
SOX4	ENSG00000129559	NEDD8	NEDD-8
SOX4	ENSG00000177108	ZDHHC22	C14orf59
SOX4	ENSG00000126746	ZNF384	CAGH1,CAGH1A,CIZ,ERDA2,NMP4,NP,TNRC1
SOX4	ENSG00000160678	S100A1	S100,S100-alpha,S100A
SOX4	ENSG00000162415	ZSWIM5	-
SOX4	ENSG00000130818	ZNF426	K-RBP
SOX4	ENSG00000131899	LLGL1	DLG4,HUGL,HUGL-1,HUGL1,LLGL,Lgl1,Mgl1
SOX4	ENSG00000254827	SLC22A18AS	BWR1B,BWSCR1B,ORCTL2S,SLC22A1LS,p27-BWR1B
SOX4	ENSG00000260859	RP11-254F19.2	-
SOX4	ENSG00000108578	BLMH	BH,BMH
SOX4	ENSG00000238181	AHCYP2	-
SOX4	ENSG00000164300	SERINC5	C5orf12,TPO1
SOX4	ENSG00000125971	DYNLRB1	BITH,BLP,DNCL2A,DNLC2A,ROBLD1
SOX4	ENSG00000254901	MEF2BNB	MEF2BNB
SOX4	ENSG00000132434	LANCL2	GPR69B,TASP
SOX4	ENSG00000128463	EMC4	PIG17,TMEM85
SOX4	ENSG00000157119	KLHL40	KBTBD5,NEM8,SRYP,SYRP
SOX4	ENSG00000255730	CTC-435M10.3	-
